dataset,cell_id,observed_curve_cycles,valid_cutoff_tail_cycles,valid_fraction,first_valid_cycle,last_valid_cycle,analyzed,pearson_cycle_vs_tail,spearman_cycle_vs_tail,spearman_pvalue,linear_slope_q_per_cycle,edge_cycles,early_tail_mean,late_tail_mean,late_minus_early,late_to_early_ratio,positive_trend,strong_positive_trend
MATR,MATR_b2c0,325,325,1.0,1,325,True,0.9850610541976415,0.9917144704874766,6.08821768513953e-290,0.0003693010295422094,33,0.012051486053737124,0.11194657153637298,0.09989508548263586,9.289026352203157,True,True
MATR,MATR_b2c1,169,169,1.0,1,169,True,-0.5478114991403876,-0.4918626622246532,1.112129608470896e-11,-2.8507932237187395e-05,17,0.020408053369611177,0.0169802802357282,-0.003427773133882976,0.8320382119841406,False,False
MATR,MATR_b2c10,595,595,1.0,1,595,True,0.9900525378426728,0.9986143654126286,0.0,9.895337809610396e-05,60,0.010916678161561381,0.06740703107479126,0.05649035291322988,6.174683367705898,True,True
MATR,MATR_b2c11,504,504,1.0,1,504,True,0.9942555911524956,0.9981921765025128,0.0,0.00021262751121561317,51,0.010615716633975453,0.10055171605311253,0.08993599941913707,9.471966850669146,True,True
MATR,MATR_b2c12,489,489,1.0,1,489,True,0.9964057263669303,0.998003312760285,0.0,0.0001635765960601082,49,0.010917256953821753,0.08081582942140053,0.06989857246757877,7.402576467993613,True,True
MATR,MATR_b2c13,519,519,1.0,1,519,True,0.9967752038381434,0.9993433374936267,0.0,0.00018134763465315706,52,0.01127553519282935,0.09540952678466609,0.08413399159183674,8.461640636387846,True,True
MATR,MATR_b2c14,508,508,1.0,1,508,True,0.9940434597322068,0.999296820671971,0.0,0.00020255617327252535,51,0.01270588058017895,0.10528633016857311,0.09258044958839416,8.286425289784225,True,True
MATR,MATR_b2c17,524,524,1.0,1,524,True,0.9930854301381872,0.9971418145878467,0.0,0.00018386042605548518,53,0.012724655054895796,0.09880644114902737,0.08608178609413157,7.764960285584458,True,True
MATR,MATR_b2c18,522,522,1.0,1,522,True,0.993341863949564,0.9965206307713977,0.0,0.00018619198951585906,53,0.012658852377189592,0.09734627290695622,0.08468742052976662,7.689976153159643,True,True
MATR,MATR_b2c19,488,488,1.0,1,488,True,0.9600227412687506,0.9951250877434644,0.0,0.00012889703442475842,49,0.01709104250842097,0.07814763125185122,0.06105658874343024,4.57243209203575,True,True
MATR,MATR_b2c2,463,463,1.0,1,463,True,0.9853560315843298,0.9984773363227223,0.0,0.00023494699538044453,47,0.01236694651894157,0.10960786354486811,0.09724091702592653,8.862968993760065,True,True
MATR,MATR_b2c20,530,530,1.0,1,530,True,0.9963409714478515,0.9985432486409707,0.0,0.00018805902947095624,53,0.011024529892527894,0.09762247392999361,0.08659794403746572,8.85502374084534,True,True
MATR,MATR_b2c21,519,519,1.0,1,519,True,0.9962816287438867,0.9988526002976871,0.0,0.00022080050828312566,52,0.010601542441507971,0.11053642085653542,0.09993487841502745,10.426447044512576,True,True
MATR,MATR_b2c22,539,538,0.9981447124304267,1,539,True,0.994612255687414,0.9993491408771316,0.0,0.00017958740721637828,54,0.01222068929203449,0.10041547709338217,0.08819478780134768,8.21684233137598,True,True
MATR,MATR_b2c23,561,561,1.0,1,561,True,0.9973313439573483,0.999161770822855,0.0,0.00017684601915149453,57,0.01258188293830533,0.10073398661172371,0.08815210367341839,8.0062727578748,True,True
MATR,MATR_b2c24,523,523,1.0,1,523,True,0.9923237824297243,0.9983443028095516,0.0,0.0001882109203771084,53,0.01133933680427356,0.09908689089823636,0.0877475540939628,8.73833210958974,True,True
MATR,MATR_b2c25,486,486,1.0,1,486,True,0.9911475543894849,0.9989812769789763,0.0,0.0002192543440903672,49,0.013532190805316762,0.11005659879744699,0.09652440799213023,8.132947604774095,True,True
MATR,MATR_b2c26,497,497,1.0,1,497,True,0.9953444971781193,0.9991279781291715,0.0,0.0002307387366717283,50,0.010975359620768873,0.1131556921523817,0.10218033253161284,10.309975806009593,True,True
MATR,MATR_b2c27,494,494,1.0,1,494,True,0.9920628926150357,0.9990892990145687,0.0,0.00021142434144397638,50,0.012028465263549629,0.10433732903184442,0.0923088637682948,8.674201300478646,True,True
MATR,MATR_b2c28,540,540,1.0,1,540,True,0.9958836666190367,0.9980592830870096,0.0,0.0001825622583117852,54,0.011008789597318396,0.0954652265048059,0.08445643690748751,8.671727773601926,True,True
MATR,MATR_b2c29,521,521,1.0,1,521,True,0.9914498474825544,0.9987393317957882,0.0,0.00017991079401695023,53,0.012565243170093547,0.09675839075245958,0.08419314758236604,7.700478967470649,True,True
MATR,MATR_b2c3,360,360,1.0,1,360,True,0.9929843772704308,0.9967684935840554,0.0,0.0003322094360923415,36,0.012262949958053972,0.11316458188878352,0.10090163193072954,9.228169590177615,True,True
MATR,MATR_b2c30,506,506,1.0,1,506,True,0.984642220283872,0.9994947269360331,0.0,0.00019239533585317173,51,0.011368299194933222,0.10083551224590882,0.0894672130509756,8.869885505023527,True,True
MATR,MATR_b2c31,518,518,1.0,1,518,True,0.9952988149540516,0.9991319745347541,0.0,0.00016257540146976085,52,0.011134817854739852,0.08693415203160254,0.07579933417686269,7.807415726571275,True,True
MATR,MATR_b2c32,543,543,1.0,1,543,True,0.9966199640003955,0.9987608185717867,0.0,0.00019445548491414736,55,0.01060926903054649,0.1033036140638505,0.09269434503330401,9.737109481003449,True,True
MATR,MATR_b2c33,545,545,1.0,1,545,True,0.9970598414550252,0.9993763454570255,0.0,0.00018451033408805532,55,0.010066539866222747,0.09831275790833115,0.0882462180421084,9.76629102102994,True,True
MATR,MATR_b2c34,525,525,1.0,1,525,True,0.9915905696606577,0.999227933706789,0.0,0.00015605225372635265,53,0.010723748082620171,0.08457719552304617,0.073853447440426,7.886906226389191,True,True
MATR,MATR_b2c35,485,485,1.0,1,485,True,0.982920743082025,0.9989455105043985,0.0,0.00018172839959810456,49,0.0135484409078079,0.09702984803788715,0.08348140713007926,7.161698434391025,True,True
MATR,MATR_b2c36,559,559,1.0,1,559,True,0.9953991747476693,0.9994460153499912,0.0,0.00016955899139525868,56,0.010129213313939863,0.09524638868582112,0.08511717537188127,9.403137808811142,True,True
MATR,MATR_b2c37,501,501,1.0,1,501,True,0.9958765733775556,0.9989280721425675,0.0,0.00021096017397426216,51,0.012150994834412576,0.10619416886351214,0.09404317402909956,8.73954522330648,True,True
MATR,MATR_b2c38,486,486,1.0,1,486,True,0.9972489366834156,0.9994339266127406,0.0,0.00022473153322473207,49,0.011442903281301818,0.10753038090780552,0.0960874776265037,9.397123987189042,True,True
MATR,MATR_b2c39,479,479,1.0,1,479,True,0.9969241198818671,0.9997045361238983,0.0,0.00023334967794448727,48,0.011316364641494573,0.1111703976912423,0.09985403304974773,9.823861391281557,True,True
MATR,MATR_b2c4,470,470,1.0,1,470,True,0.9931173607616152,0.9983686777812101,0.0,0.00021891078008547793,47,0.012125915607825903,0.10334437249152759,0.09121845688370168,8.522603639500057,True,True
MATR,MATR_b2c40,529,529,1.0,1,529,True,0.9950255622509054,0.9972969160881563,0.0,0.00019802939780364203,53,0.01030046738886529,0.10179974433222087,0.09149927694335558,9.883021856101934,True,True
MATR,MATR_b2c41,451,451,1.0,1,451,True,0.9911001134921436,0.9984463238035437,0.0,0.0002054886386669077,46,0.010815667143426059,0.09380733032954866,0.0829916631861226,8.673281923858605,True,True
MATR,MATR_b2c42,491,491,1.0,1,491,True,0.9945453990503961,0.9969076021447275,0.0,0.0002174001456071612,50,0.0117449092622689,0.1061562184629102,0.09441130920064131,9.038487747533502,True,True
MATR,MATR_b2c43,486,486,1.0,1,486,True,0.9965296770503657,0.9991812582144015,0.0,0.00023598305717239772,49,0.011016501425658186,0.10984576866030331,0.09882926723464512,9.971021145103744,True,True
MATR,MATR_b2c44,477,477,1.0,1,477,True,0.9954568914773742,0.9985014768518915,0.0,0.00023106073917550761,48,0.012262681256679807,0.10749978481423506,0.09523710355755524,8.766417601833782,True,True
MATR,MATR_b2c45,513,513,1.0,1,513,True,0.9906766697098296,0.9993535359353315,0.0,0.0001848954075524198,52,0.01195071926979932,0.09744963958167277,0.08549892031187345,8.154290748669656,True,True
MATR,MATR_b2c46,448,448,1.0,1,448,True,0.9937844264480492,0.9979807583486898,0.0,0.0002481468298111444,45,0.011494452699366827,0.11048129216101607,0.09898683946164924,9.61170532000205,True,True
MATR,MATR_b2c47,744,744,1.0,1,744,True,0.9131303886916332,0.9922913636897396,0.0,3.971500597144397e-05,75,0.013856618532837756,0.0469188729486921,0.03306225441585434,3.3860261677481125,True,True
MATR,MATR_b2c5,506,506,1.0,1,506,True,0.9949126454206373,0.999192674605768,0.0,0.00019113374308897784,51,0.013148124473926286,0.09940411583446647,0.08625599136054019,7.5603266482297355,True,True
MATR,MATR_b2c6,544,543,0.9981617647058824,1,544,True,0.9780667722115486,0.9942886575437092,0.0,9.935393493982654e-05,55,0.010891823740341639,0.059032381606357986,0.04814055786601635,5.419880362891949,True,True
MATR,MATR_b3c0,1007,1007,1.0,1,1007,True,0.9198262733140429,0.991505417299955,0.0,3.418439767995077e-05,101,0.010949316952353303,0.049439796161573936,0.038490479209220635,4.515331538644335,True,True
MATR,MATR_b3c1,1061,1061,1.0,1,1061,True,0.9132672234136536,0.9763833509105224,0.0,2.7409499296733683e-05,107,0.010655283325553582,0.043719824952517805,0.03306454162696422,4.103112382536895,True,True
MATR,MATR_b3c10,1076,1076,1.0,1,1076,True,0.912207426864942,0.991675366936918,0.0,2.7073123518459756e-05,108,0.011593728312424981,0.044182794254665654,0.032589065942240675,3.810921997138317,True,True
MATR,MATR_b3c11,815,815,1.0,1,815,True,0.9558454198243073,0.99359002550991,0.0,6.181953166997927e-05,82,0.012522340198786905,0.06484937947946863,0.05232703928068173,5.178694912453415,True,True
MATR,MATR_b3c12,930,930,1.0,1,930,True,0.9554851275463465,0.9931639379559848,0.0,6.715017487935472e-05,93,0.011744193345251683,0.07922787145741664,0.06748367811216495,6.746131396878732,True,True
MATR,MATR_b3c13,814,814,1.0,1,814,True,0.9538255584523526,0.9953611918205674,0.0,5.789583827546124e-05,82,0.012533168022110651,0.059905175717122616,0.047372007695011965,4.779731318645026,True,True
MATR,MATR_b3c14,856,856,1.0,1,856,True,0.9553732589640478,0.9964136095153423,0.0,6.971907674404034e-05,86,0.012021041256941839,0.07378901042981233,0.06176796917287049,6.13832103664074,True,True
MATR,MATR_b3c15,874,874,1.0,1,874,True,0.948857681360955,0.9942178350403126,0.0,5.7525270403136266e-05,88,0.01262014382738915,0.06560533290363536,0.05298518907624621,5.198461586567176,True,True
MATR,MATR_b3c16,1636,1636,1.0,1,1636,True,0.866746124798133,0.9194764248727275,0.0,6.900142107130294e-06,164,0.01044846585085907,0.02456765180404658,0.01411918595318751,2.3513166578447144,True,True
MATR,MATR_b3c17,1313,1313,1.0,1,1313,True,0.9145359472217514,0.9802467021934145,0.0,1.8059463716065473e-05,132,0.010170349050225033,0.03781964698469588,0.027649297934470844,3.718618387424871,True,True
MATR,MATR_b3c18,1144,1144,1.0,1,1144,True,0.9276537950936454,0.9887956637569811,0.0,2.462041193545158e-05,115,0.010763513810401162,0.0417961697791959,0.03103265596879474,3.8831343105452047,True,True
MATR,MATR_b3c19,1153,1153,1.0,1,1153,True,0.9264334871057286,0.9881744675057106,0.0,2.795546609449373e-05,116,0.011405275547374456,0.04722618595920632,0.035820910411831865,4.140731695875423,True,True
MATR,MATR_b3c20,811,811,1.0,1,811,True,0.9295729746494072,0.990088661851917,0.0,4.9335501268827114e-05,82,0.012015492918842166,0.054946391404696676,0.04293089848585451,4.572961906417686,True,True
MATR,MATR_b3c21,770,770,1.0,1,770,True,0.9928981649757141,0.9982078023275597,0.0,7.723653072988894e-05,77,0.010748981397279023,0.06285555641407015,0.052106575016791126,5.847582583962912,True,True
MATR,MATR_b3c22,1000,1000,1.0,1,1000,True,0.9621108478901413,0.9970780570780572,0.0,6.12716687526895e-05,100,0.011856036730128725,0.07609216164641518,0.06423612491628646,6.418009945351192,True,True
MATR,MATR_b3c24,823,823,1.0,1,823,True,0.9525137760716812,0.9894423255712627,0.0,4.011754662995073e-05,83,0.011157274144265187,0.044428912613282155,0.03327163846901697,3.9820579864588623,True,True
MATR,MATR_b3c25,987,987,1.0,1,987,True,0.9273075277567209,0.986662904726319,0.0,3.8051861046081744e-05,99,0.011043904433184277,0.053128949378940735,0.04208504494575646,4.810703469988478,True,True
MATR,MATR_b3c26,1026,1026,1.0,1,1026,True,0.938246133361469,0.990637386207819,0.0,3.907682918017554e-05,103,0.010780959088974243,0.05387767187132783,0.04309671278235359,4.9974841223939785,True,True
MATR,MATR_b3c27,848,848,1.0,1,848,True,0.9546400669713101,0.9915803517164821,0.0,5.028265121742316e-05,85,0.010907063648385949,0.05479995382863323,0.04389289018024728,5.024262770919344,True,True
MATR,MATR_b3c28,539,539,1.0,1,539,True,0.9893527854369243,0.9983175200912853,0.0,0.00010014269047163227,54,0.01259248659575238,0.057511490581904204,0.044919003986151826,4.567127401295279,True,True
MATR,MATR_b3c29,856,856,1.0,1,856,True,0.9383388177861463,0.9919131873675947,0.0,5.08862592115403e-05,86,0.012926433778438046,0.05948238493364995,0.046555951155211904,4.601608297631913,True,True
MATR,MATR_b3c3,1113,1113,1.0,1,1113,True,0.9234767132133159,0.9925294178899529,0.0,3.160031376697433e-05,112,0.00982680802716603,0.048403515469820364,0.03857670744265433,4.925660024700772,True,True
MATR,MATR_b3c30,933,933,1.0,1,933,True,0.9267751008857223,0.9929736569982801,0.0,4.464942448252028e-05,94,0.010644437696790781,0.056005959943627684,0.0453615222468369,5.261523580575146,True,True
MATR,MATR_b3c31,729,729,1.0,1,729,True,0.9764898070430704,0.997079230032046,0.0,8.588472442916656e-05,73,0.012154778513564465,0.07480773094906493,0.06265295243550047,6.154594332227539,True,True
MATR,MATR_b3c33,1282,1282,1.0,1,1282,True,0.8700904446128566,0.948697630623386,0.0,1.2678461538294638e-05,129,0.010466478045023877,0.030074086734616545,0.019607608689592666,2.8733721702034045,True,True
MATR,MATR_b3c34,1156,1156,1.0,1,1156,True,0.899952305160302,0.9501176013831044,0.0,1.889958419652058e-05,116,0.011148215048977936,0.03663476624574463,0.025486551196766696,3.286155324847568,True,True
MATR,MATR_b3c35,1091,1091,1.0,1,1091,True,0.9467211450707169,0.9889199583537746,0.0,2.8716839765770693e-05,110,0.010625783867970081,0.04392139831606264,0.033295614448092564,4.133473714674121,True,True
MATR,MATR_b3c36,921,921,1.0,1,921,True,0.8327608012166857,0.9871376056373942,0.0,4.473528198855883e-05,93,0.010896922426474016,0.061262543519212904,0.050365621092738885,5.622004188116075,True,True
MATR,MATR_b3c38,1933,1933,1.0,1,1933,True,0.6282368316649105,0.5087783575446923,8.772238315880081e-128,6.871812725029574e-06,194,0.012053509682140808,0.03522095622168373,0.023167446539542925,2.9220498552275758,True,True
MATR,MATR_b3c39,1154,1154,1.0,1,1154,True,0.9100408988552908,0.9708328618175734,0.0,1.957863610264023e-05,116,0.00986832490312212,0.035180495117221315,0.025312170214099195,3.564991572793776,True,True
MATR,MATR_b3c4,1046,1046,1.0,1,1046,True,0.9238002289478631,0.9880045432355646,0.0,3.104694399906592e-05,105,0.011678143076807819,0.04795812094519219,0.03627997786838437,4.106656394751192,True,True
MATR,MATR_b3c40,794,794,1.0,1,794,True,0.9411966741756855,0.9915747271300559,0.0,5.1409531934969835e-05,80,0.011861281424213829,0.05381035578213724,0.041949074357923416,4.536639327373839,True,True
MATR,MATR_b3c41,784,784,1.0,1,784,True,0.9644905816755233,0.9975340571838957,0.0,5.370693508321426e-05,79,0.009137834383109828,0.051994362272265136,0.04285652788915531,5.69000926175357,True,True
MATR,MATR_b3c44,938,938,1.0,1,938,True,0.9339503613371557,0.9898160790059736,0.0,5.457791893052318e-05,94,0.011135885342133311,0.06720742831780664,0.05607154297567333,6.0352119524366135,True,True
MATR,MATR_b3c45,1799,1799,1.0,1,1799,True,0.5622552755840552,0.4456530829243702,1.6983311247231274e-88,4.5395956611602704e-06,180,0.011853386740016682,0.027023691528669982,0.0151703047886533,2.2798287208025365,True,False
MATR,MATR_b3c5,826,826,1.0,1,826,True,0.9567097313838231,0.9894438977700921,0.0,4.4985379690041185e-05,83,0.012231325363355096,0.05068081885328063,0.03844949348992553,4.143526343033908,True,True
MATR,MATR_b3c6,665,665,1.0,1,665,True,0.9731759025931254,0.9712530675434924,0.0,7.531081692551592e-05,67,0.011013026189903389,0.05159220101745147,0.04057917482754808,4.6846525312679805,True,True
MATR,MATR_b3c7,1834,1834,1.0,1,1834,True,0.6427870430493499,0.5977404592991558,4.295458444933772e-178,7.816383679216344e-06,184,0.011609015819258318,0.0347488383833142,0.02313982256405588,2.993263074520838,True,True
MATR,MATR_b3c8,826,826,1.0,1,826,True,0.9193653595299577,0.9930166265599627,0.0,5.1863498627615734e-05,83,0.011865563446745454,0.05779240652760378,0.04592684308085832,4.870599427240463,True,True
MATR,MATR_b3c9,1037,1037,1.0,1,1037,True,0.950224685999463,0.9897486722169974,0.0,5.249737185437203e-05,104,0.012458197131235322,0.0719565833753244,0.05949838624408908,5.775842412616357,True,True
MATR,MATR_b4c0,982,982,1.0,1,982,True,0.8351093911242002,0.9958619640321182,0.0,8.732803192245573e-05,99,0.012132800033639169,0.11301509915871441,0.10088229912507524,9.314840667065386,True,True
MATR,MATR_b4c1,861,861,1.0,1,861,True,0.9506056939118813,0.9977545656857314,0.0,0.0001207552057153672,87,0.011931553156480848,0.1147848814678629,0.10285332831138205,9.620279938619335,True,True
MATR,MATR_b4c10,1082,1082,1.0,1,1082,True,0.9099078455804208,0.9910232162758366,0.0,9.555321102412741e-05,109,0.012307821926559596,0.10936869858733252,0.09706087666077293,8.886113175826905,True,True
MATR,MATR_b4c11,930,930,1.0,1,930,True,0.9001904934405225,0.9911121899036578,0.0,6.883843500267073e-05,93,0.011814048409003044,0.08336364161479079,0.07154959320578774,7.056314544238915,True,True
MATR,MATR_b4c12,898,898,1.0,1,898,True,0.8889994647375379,0.9914646952913866,0.0,8.635714982839623e-05,90,0.012623847776340276,0.09927317880374975,0.08664933102740947,7.8639397878203505,True,True
MATR,MATR_b4c13,869,869,1.0,1,869,True,0.8994735296099731,0.9926439719585409,0.0,0.00010835966062790566,87,0.013380455053715717,0.11525738756338294,0.10187693250966723,8.613861569033578,True,True
MATR,MATR_b4c14,767,767,1.0,1,767,True,0.9791494525199297,0.9916213775824565,0.0,0.00014901367900679616,77,0.013231331695243372,0.10821599224682571,0.09498466055158233,8.178767998517419,True,True
MATR,MATR_b4c15,871,871,1.0,1,871,True,0.9586200315814709,0.9861538861069048,0.0,0.00013024973327014199,88,0.013187573622685715,0.1075084468560029,0.09432087323331718,8.152253775559076,True,True
MATR,MATR_b4c16,983,983,1.0,1,983,True,0.8853884588715857,0.9876583934739158,0.0,6.403968446776983e-05,99,0.0127880986955547,0.08319407391899919,0.0704059752234445,6.505585849749382,True,True
MATR,MATR_b4c17,930,930,1.0,1,930,True,0.8669182755919602,0.9919477452317851,0.0,6.88364234590445e-05,93,0.010728473721949178,0.0835749723332075,0.07284649861125832,7.790015103660372,True,True
MATR,MATR_b4c18,1057,1057,1.0,1,1057,True,0.88629987271184,0.9950033902738932,0.0,6.623761147673213e-05,106,0.008231807045570756,0.08451752797552477,0.076285720929954,10.267190120910408,True,True
MATR,MATR_b4c19,1111,1111,1.0,1,1111,True,0.8631673253464898,0.9890161104385762,0.0,6.45793584150953e-05,112,0.008618013701086828,0.09185134572435974,0.0832333320232729,10.658064481004045,True,True
MATR,MATR_b4c2,784,784,1.0,1,784,True,0.9146251779026873,0.9936235757938875,0.0,7.919405418284713e-05,79,0.008219270739207352,0.07117830889301038,0.06295903815380303,8.659929956252379,True,True
MATR,MATR_b4c20,804,804,1.0,1,804,True,0.9336080733338031,0.996794490300753,0.0,7.470352356932909e-05,81,0.009256407121731392,0.06959431435026944,0.06033790722853805,7.518501880376667,True,True
MATR,MATR_b4c21,903,903,1.0,1,903,True,0.8753495646501087,0.9949348146068842,0.0,0.00010547174910528816,91,0.012363694324244787,0.11549141995199055,0.10312772562774576,9.341173998900619,True,True
MATR,MATR_b4c22,745,745,1.0,1,745,True,0.9552848893749303,0.9971798208472172,0.0,0.00012659446257531616,75,0.01089587472728603,0.10608615511518572,0.0951902803878997,9.736359656331137,True,True
MATR,MATR_b4c23,1094,1094,1.0,1,1094,True,0.8940650593514422,0.9893539319644779,0.0,5.034038997068292e-05,110,0.010431298655752083,0.07324963492941097,0.06281833627365889,7.022101211628071,True,True
MATR,MATR_b4c24,1115,1115,1.0,1,1115,True,0.859499738799212,0.9938273608825358,0.0,6.667002438255005e-05,112,0.01005003893307389,0.09567493970850628,0.08562490077543239,9.519857619023501,True,True
MATR,MATR_b4c25,567,567,1.0,1,567,True,0.9741910207439969,0.9911733850294542,0.0,0.00020859249518605225,57,0.013905289616969305,0.11386403350210032,0.09995874388513101,8.188540953735078,True,True
MATR,MATR_b4c26,579,579,1.0,1,579,True,0.974790437619303,0.9935880751737369,0.0,0.00020010416635135405,58,0.00830873122814373,0.10726574205984742,0.09895701083170369,12.91000263632452,True,True
MATR,MATR_b4c27,563,563,1.0,1,563,True,0.9672614807551572,0.9984547190312044,0.0,0.0001874355169093565,57,0.013392142908458504,0.11318056175718308,0.09978841884872458,8.45126597967365,True,True
MATR,MATR_b4c28,882,882,1.0,1,882,True,0.9152889099058672,0.9940970846659088,0.0,8.791590598452507e-05,89,0.013585956003245435,0.0989118869515554,0.08532593094830995,7.280450998658259,True,True
MATR,MATR_b4c29,956,956,1.0,1,956,True,0.8686297040128359,0.9874055068279968,0.0,6.121596580274482e-05,96,0.009129650734221643,0.07609539196920863,0.06696574123498698,8.33497295619121,True,True
MATR,MATR_b4c3,911,911,1.0,1,911,True,0.9060862917094665,0.9960565995331144,0.0,0.00010804910988132028,92,0.009358462192572805,0.11239742903722799,0.10303896684465519,12.010245564322569,True,True
MATR,MATR_b4c30,719,719,1.0,1,719,True,0.955245215380954,0.9986365890415736,0.0,0.00013656989986836823,72,0.012608454820470376,0.10208208465848137,0.08947362983801099,8.096319978301121,True,True
MATR,MATR_b4c31,832,832,1.0,1,832,True,0.8525754896781775,0.8833087872749766,2.5661407623012344e-275,0.00011873169245800008,84,0.01197833146139269,0.06683452754350239,0.0548561960821097,5.57961914469611,True,True
MATR,MATR_b4c32,839,839,1.0,1,839,True,0.9177263622418115,0.9961788037729394,0.0,0.00011149222467808794,84,0.012295575645972676,0.11229047949992378,0.0999949038539511,9.132592302557521,True,True
MATR,MATR_b4c33,530,530,1.0,1,530,True,0.9924647589322,0.9991136812956407,0.0,0.00019792359450788487,53,0.014065645306214717,0.11072988096976169,0.09666423566354697,7.872364087045276,True,True
MATR,MATR_b4c34,997,997,1.0,1,997,True,0.8218770261767467,0.9841400726311539,0.0,4.841387012191264e-05,100,0.011587850112966648,0.06831183558779466,0.056723985474828015,5.895125922569074,True,True
MATR,MATR_b4c35,1131,1131,1.0,1,1131,True,0.8821871409878801,0.9900043986093989,0.0,5.023766432905305e-05,114,0.011964189517302829,0.07578513871044418,0.06382094919314135,6.334331180632196,True,True
MATR,MATR_b4c36,713,713,1.0,1,713,True,0.9805216938184406,0.99214104224352,0.0,0.00016469283592013118,72,0.01186401841585674,0.11311074034054018,0.10124672192468344,9.533931622135979,True,True
MATR,MATR_b4c37,1005,1005,1.0,1,1005,True,0.8506733910608512,0.9853111219109794,0.0,7.144748176812364e-05,101,0.011053240932673776,0.09360243386996624,0.08254919293729246,8.468324760141082,True,True
MATR,MATR_b4c38,1230,1230,1.0,1,1230,True,0.9033735576162942,0.9862355037032038,0.0,2.6696979276340065e-05,123,0.012016816403674318,0.04895410325072369,0.036937286847049375,4.073799715851135,True,True
MATR,MATR_b4c39,761,761,1.0,1,761,True,0.9678288775777342,0.997601363181148,0.0,0.0001114498703522557,77,0.00993881621964756,0.09219679485569425,0.0822579786360467,9.276436229239748,True,True
MATR,MATR_b4c4,912,912,1.0,1,912,True,0.8363522214912837,0.9215087599490656,0.0,0.00010269981578589934,92,0.008536997613432401,0.05606713825016104,0.04753014063672864,6.5675476073629335,True,True
MATR,MATR_b4c40,1122,1122,1.0,1,1122,True,0.9264693802731316,0.9821405888466928,0.0,3.714295680085526e-05,113,0.01094585381840547,0.055952238572428606,0.04500638475402313,5.11172901636461,True,True
MATR,MATR_b4c41,997,997,1.0,1,997,True,0.8484495418636644,0.9893720444720212,0.0,9.570853242198741e-05,100,0.010944300044965055,0.11336390749415431,0.10241960744918926,10.358260192830476,True,True
MATR,MATR_b4c42,915,915,1.0,1,915,True,0.8739904342238657,0.9927480089156467,0.0,0.00010089970652598046,92,0.011102315935218389,0.11088147579135452,0.09977915985613613,9.987238377861331,True,True
MATR,MATR_b4c43,951,951,1.0,1,951,True,0.9021681521104145,0.9924145955908512,0.0,0.00010816255909403759,96,0.010476874730323738,0.10562154091196323,0.09514466618163948,10.081397709782438,True,True
MATR,MATR_b4c44,1077,1077,1.0,1,1077,True,0.8695893501078967,0.9922152693792213,0.0,7.835513247981437e-05,108,0.010586612684593101,0.10650237428431358,0.09591576159972048,10.060099245843622,True,True
MATR,MATR_b4c5,1067,1067,1.0,1,1067,True,0.7887528851429293,0.9830794077021682,0.0,5.824933056537483e-05,107,0.008743383505818757,0.084962952524899,0.07621956901908024,9.717399730705603,True,True
MATR,MATR_b4c6,777,777,1.0,1,777,True,0.9294587453855283,0.9970426222778276,0.0,9.316766186462035e-05,78,0.008929978534878332,0.08363961629828702,0.07470963776340869,9.366160956782924,True,True
MATR,MATR_b4c7,562,562,1.0,1,562,True,0.9729527545807224,0.9985707796194025,0.0,0.00018133034619162864,57,0.008579129812387386,0.106401368955639,0.09782223914325161,12.402349804989115,True,True
MATR,MATR_b4c8,718,718,1.0,1,718,True,0.9149495696311387,0.9969661012830755,0.0,0.00010024068715484778,72,0.012019707941173354,0.08787519885065835,0.075855490909485,7.310926295442088,True,True
MATR,MATR_b4c9,529,529,1.0,1,529,True,0.9929251320454064,0.9955468747466822,0.0,0.00023879357233151636,53,0.012748875176613512,0.11781077154091846,0.10506189636430495,9.2408757563985,True,True
