iteration,method,total_loss,query_loss,L_T,L_GY,L_G,L_S,L_SC,L_R,L_C,L_O,L_delta,L_specific_fit,L_within_domain_difference,L_path,L_regret,general_domain_accuracy_batch,specific_domain_accuracy_batch,mean_absolute_specific_residual,outer_gradient_norm,grl_strength,auxiliary_scale,source_validation_mae_cycles,source_validation_general_domain_accuracy,source_validation_specific_domain_accuracy,support_loss,inner_update_specific_encoder,inner_update_general_head
107,hybrid,0.5141912698745728,0.1928786337375641,0.1928786337375641,0.20161977410316467,2.060915470123291,2.0710339546203613,3.2604432106018066,0.6083188652992249,0.08668266981840134,0.5175362825393677,0.00168420874979347,0.19287864863872528,0.21740616858005524,0.18013079464435577,0.01703771948814392,0.25,0.125,18.29351043701172,2.1829721927642822,0.010106897961629583,0.035,,,,0.16705258190631866,0.013392058201134205,0.018879923969507217
108,hybrid,0.4613035321235657,0.1775151640176773,0.1775151640176773,0.18111425638198853,2.0635015964508057,2.069063186645508,2.97981595993042,0.5458200573921204,0.2895476818084717,0.34904754161834717,0.0016685602022334933,0.17751508951187134,0.09597611427307129,0.16473272442817688,0.030823662877082825,0.1875,0.125,18.216899871826172,1.247809648513794,0.011652504498063631,0.04,,,,0.1556910276412964,0.013167167082428932,0.01418161392211914
109,hybrid,0.6409593820571899,0.2472251057624817,0.2472251057624817,0.24157433211803436,2.072364091873169,2.0631730556488037,3.10174298286438,0.4941912293434143,0.40408745408058167,0.4628436267375946,0.0018628188408911228,0.2472251057624817,0.25321346521377563,0.2457890510559082,0.01486232504248619,0.0625,0.3125,20.179948806762695,1.7397208213806152,0.013223366895353934,0.045,,,,0.10640555620193481,0.010943695902824402,0.012986707501113415
110,hybrid,0.6937879323959351,0.2657807767391205,0.2657807767391205,0.2574947774410248,2.0615086555480957,2.059703826904297,3.3655481338500977,0.48328450322151184,0.2298445999622345,0.432811439037323,0.0020309672690927982,0.2657806873321533,0.30436187982559204,0.25713083148002625,0.015022583305835724,0.25,0.25,19.68701934814453,3.6521589756011963,0.014819421986374471,0.05,,,,0.1170082539319992,0.010185468010604382,0.011343730613589287
111,hybrid,0.38736486434936523,0.15007543563842773,0.15007543563842773,0.1454102098941803,2.015812873840332,2.0659170150756836,3.246861457824707,0.4076617658138275,0.29911601543426514,0.3562929630279541,0.0029538145754486322,0.15007543563842773,0.11019045859575272,0.14233475923538208,0.014637408778071404,0.25,0.25,24.917755126953125,2.9667460918426514,0.01644060603362844,0.055,,,,0.0981307253241539,0.008852547965943813,0.012407887727022171
112,hybrid,0.237772136926651,0.08868193626403809,0.08868193626403809,0.08064955472946167,2.0392143726348877,2.066662073135376,2.7466249465942383,0.36552879214286804,0.15953214466571808,0.401208758354187,0.0018270749133080244,0.08868193626403809,0.10327985882759094,0.08763214945793152,0.004404597915709019,0.1875,0.3125,18.400968551635742,2.470714807510376,0.01808685473487234,0.06,,,,0.15999476611614227,0.010759197175502777,0.01466844417154789
113,hybrid,0.6529780030250549,0.2533116638660431,0.2533116638660431,0.2431151121854782,2.0578644275665283,2.0970091819763184,3.385242462158203,0.31837910413742065,0.5166705846786499,0.515181839466095,0.0046771918423473835,0.2533116340637207,0.20761051774024963,0.23947042226791382,0.0252614077180624,0.25,0.0625,24.668197631835938,2.5959413051605225,0.01975810322876768,0.065,,,,0.1630791276693344,0.012691212818026543,0.015740226954221725
114,hybrid,0.5080652236938477,0.19064851105213165,0.19064851105213165,0.19708049297332764,2.0355143547058105,2.0328917503356934,3.1886260509490967,0.374769926071167,0.16300033032894135,0.3500717580318451,0.005131611600518227,0.19064852595329285,0.2168545424938202,0.189232736825943,0.00716264545917511,0.25,0.3125,27.099576950073242,1.5865517854690552,0.021454286100559685,0.07,,,,0.15454891324043274,0.01324336975812912,0.016793880611658096
115,hybrid,0.7526494860649109,0.28592830896377563,0.28592830896377563,0.30384284257888794,2.0023272037506104,2.0312910079956055,3.3405396938323975,0.34407615661621094,0.21397943794727325,0.3257579207420349,0.003647527890279889,0.28592830896377563,0.26171669363975525,0.28754812479019165,0.018499314785003662,0.25,0.1875,23.085838317871094,2.370911121368408,0.023175337387781807,0.075,,,,0.16403576731681824,0.00996196735650301,0.009066201746463776
116,hybrid,0.8815967440605164,0.3241431415081024,0.3241431415081024,0.34609782695770264,2.0135810375213623,2.017543077468872,3.129486083984375,0.28645533323287964,0.2956349551677704,0.5308544635772705,0.00339291850104928,0.3241431713104248,0.42882946133613586,0.34538352489471436,0.011832764372229576,0.25,0.4375,20.80978012084961,2.634892463684082,0.02492119058598558,0.08,,,,0.03448264300823212,0.009852373041212559,0.007953079417347908
117,hybrid,0.271127849817276,0.1002298891544342,0.1002298891544342,0.11131291091442108,2.02801513671875,2.023019790649414,4.535341739654541,0.33918970823287964,0.059061285108327866,0.35165685415267944,0.008867746219038963,0.10022993385791779,0.04941878467798233,0.09905340522527695,0.007771982345730066,0.1875,0.0625,27.55733871459961,1.0304843187332153,0.0266917786544948,0.085,,,,0.15088438987731934,0.01129179634153843,0.013641638681292534
118,hybrid,0.5362469553947449,0.20468051731586456,0.20468051731586456,0.21541725099086761,2.0231759548187256,2.039013147354126,3.154658317565918,0.29245132207870483,0.295297771692276,0.2985396981239319,0.004783940967172384,0.20468057692050934,0.14025521278381348,0.20978304743766785,0.015021856874227524,0.1875,0.1875,24.559261322021484,2.9221653938293457,0.028487034022183024,0.09,,,,0.2138044536113739,0.014873532578349113,0.012561640702188015
119,hybrid,0.5745181441307068,0.22316765785217285,0.22316765785217285,0.23647242784500122,2.015299081802368,2.0269992351531982,3.4450860023498535,0.2561590075492859,0.15247774124145508,0.4721313416957855,0.005846414249390364,0.22316768765449524,0.14074154198169708,0.245827317237854,0.004275853745639324,0.25,0.1875,26.078887939453125,2.0747756958007812,0.030306888593273927,0.095,,,,0.05529352277517319,0.013513956218957901,0.009646056219935417
120,hybrid,0.5721293091773987,0.1994037628173828,0.1994037628173828,0.2597125470638275,2.0057766437530518,1.9834625720977783,5.224399566650391,0.30571457743644714,0.09136789292097092,0.3342913091182709,0.016078168526291847,0.19940371811389923,0.2593587040901184,0.19894492626190186,0.0036138908471912146,0.1875,0.4375,40.19841003417969,4.067000865936279,0.03215127375316345,0.1,,,,0.05761958286166191,0.016805682331323624,0.00926764216274023
121,hybrid,0.3772833049297333,0.12256298959255219,0.12256298959255219,0.15962949395179749,2.018141746520996,1.9632863998413086,4.513308525085449,0.2896389067173004,0.025752868503332138,0.24475516378879547,0.028386015444993973,0.1225629597902298,0.14527201652526855,0.14348192512989044,0.016816653311252594,0.1875,0.25,59.619422912597656,3.8284292221069336,0.034020120374262726,0.105,,,,0.1770772784948349,0.020242435857653618,0.012201134115457535
122,hybrid,0.4167659878730774,0.14569155871868134,0.14569155871868134,0.15828345715999603,1.973365306854248,2.0396666526794434,4.602686882019043,0.2826154828071594,0.08592172712087631,0.34252846240997314,0.007560073398053646,0.14569157361984253,0.15111437439918518,0.14465799927711487,0.01909758523106575,0.3125,0.125,30.780611038208008,2.224989414215088,0.035913358821861426,0.11,,,,0.10690470039844513,0.01654302328824997,0.012573021464049816
123,hybrid,0.3002302944660187,0.11199464648962021,0.11199464648962021,0.09363293647766113,1.9720892906188965,1.9392527341842651,2.473111391067505,0.23197174072265625,0.10527189821004868,0.25231051445007324,0.022438980638980865,0.11199463903903961,0.09859797358512878,0.09332147240638733,0.015469721518456936,0.25,0.5,49.57476043701172,3.139610528945923,0.03783091896001024,0.115,,,,0.2039875090122223,0.025205660611391068,0.017025575041770935
124,hybrid,0.4746640622615814,0.17718464136123657,0.17718464136123657,0.21717852354049683,1.929090142250061,1.9225037097930908,2.3954360485076904,0.22951103746891022,0.23460224270820618,0.40082651376724243,0.010081903077661991,0.17718464136123657,0.07877621054649353,0.1895836591720581,0.010510681197047234,0.3125,0.5,38.58086395263672,2.049687623977661,0.039772730157421846,0.12,,,,0.04361812397837639,0.014787852764129639,0.009554996155202389
125,hybrid,0.5105868577957153,0.20035365223884583,0.20035365223884583,0.1517076939344406,1.9557486772537231,2.005587339401245,3.717878580093384,0.283620148897171,0.3000212013721466,0.3134368360042572,0.013452906161546707,0.20035366714000702,0.13442930579185486,0.19262811541557312,0.025149330496788025,0.25,0.125,48.71345520019531,5.103547096252441,0.04173872129338965,0.125,170.5397186279297,0.0,0.0,0.12206258624792099,0.020693235099315643,0.01247242372483015
126,hybrid,0.4274251163005829,0.14729541540145874,0.14729541540145874,0.14017802476882935,1.955583930015564,1.9352775812149048,3.933335781097412,0.21954520046710968,0.26717016100883484,0.30195146799087524,0.015800921246409416,0.14729547500610352,0.22478070855140686,0.13030122220516205,0.018943656235933304,0.3125,0.4375,49.36149597167969,2.442955732345581,0.043728820763723204,0.13,,,,0.16167041659355164,0.02423856034874916,0.014332881197333336
127,hybrid,0.5580970048904419,0.2054702788591385,0.2054702788591385,0.22458621859550476,1.930142879486084,1.8838108777999878,3.2588515281677246,0.21735969185829163,0.43260905146598816,0.27603965997695923,0.021426023915410042,0.2054702639579773,0.14033105969429016,0.21337345242500305,0.021446973085403442,0.5,0.3125,52.410118103027344,1.6191990375518799,0.045742956486699585,0.135,,,,0.07217364758253098,0.01814412698149681,0.009668382816016674
128,hybrid,0.5513728260993958,0.20525112748146057,0.20525112748146057,0.2360653281211853,2.0213022232055664,1.9886776208877563,4.520313262939453,0.2759895920753479,0.304670512676239,0.34201478958129883,0.010508857667446136,0.2052510678768158,0.13353797793388367,0.21008296310901642,0.00629855040460825,0.1875,0.125,36.942264556884766,1.6254953145980835,0.04778105590903011,0.14,,,,0.09662338346242905,0.014506205916404724,0.014637764543294907
129,hybrid,0.7151013612747192,0.2640363574028015,0.2640363574028015,0.24327313899993896,2.0523383617401123,2.0761473178863525,4.0406622886657715,0.2082909494638443,0.17929455637931824,0.4592139720916748,0.01320449635386467,0.26403626799583435,0.31131356954574585,0.24671751260757446,0.024337297305464745,0.125,0.125,34.87047576904297,3.30181622505188,0.04984304601184136,0.145,,,,0.1209816262125969,0.01848580688238144,0.011380063369870186
130,hybrid,0.3777764141559601,0.13486681878566742,0.13486681878566742,0.1340131014585495,1.934095859527588,1.9351329803466797,3.9989662170410156,0.21794793009757996,0.13983406126499176,0.4072551131248474,0.008161011151969433,0.13486680388450623,0.13624703884124756,0.12598134577274323,0.009725178591907024,0.375,0.375,38.23202133178711,2.5243897438049316,0.05192885331666962,0.15,,,,0.06060561165213585,0.016120415180921555,0.008449174463748932
131,hybrid,0.8445093035697937,0.3148524761199951,0.3148524761199951,0.3261834979057312,1.9675776958465576,1.9588027000427246,3.4485621452331543,0.22902719676494598,0.3257933259010315,0.38765430450439453,0.005773054901510477,0.31485241651535034,0.339088499546051,0.3094826340675354,0.01395364385098219,0.3125,0.1875,31.94199562072754,2.6792287826538086,0.05403840389146791,0.155,,,,0.05413343757390976,0.01977406069636345,0.012666924856603146
132,hybrid,0.4836268723011017,0.16522298753261566,0.16522298753261566,0.21463072299957275,1.9632161855697632,1.8417128324508667,2.272705078125,0.2519696354866028,0.22750519216060638,0.16689974069595337,0.011565502732992172,0.16522297263145447,0.16506153345108032,0.1784389317035675,0.013079225085675716,0.1875,0.375,36.639060974121094,3.299427032470703,0.056171623356625386,0.16,,,,0.12170833349227905,0.02239830046892166,0.013615375384688377
133,hybrid,0.4263119101524353,0.14490021765232086,0.14490021765232086,0.1820511519908905,1.952617883682251,1.9164760112762451,3.886481285095215,0.22544367611408234,0.08065058290958405,0.4111883044242859,0.008904306218028069,0.14490017294883728,0.1266082376241684,0.16070427000522614,0.009917877614498138,0.25,0.25,41.78065490722656,2.179065465927124,0.05832843689099715,0.165,,,,0.09682072699069977,0.012520108371973038,0.008686373010277748
134,hybrid,0.40759173035621643,0.1354602724313736,0.1354602724313736,0.15720880031585693,1.968381643295288,1.9406592845916748,3.3934125900268555,0.17925268411636353,0.39368927478790283,0.32211416959762573,0.007696800399571657,0.1354602575302124,0.18420425057411194,0.13966944813728333,0.008926719427108765,0.3125,0.25,32.173614501953125,1.771230697631836,0.06050876923794512,0.17,,,,0.09348159283399582,0.023277252912521362,0.01186208613216877
135,hybrid,0.4258196949958801,0.13860242068767548,0.13860242068767548,0.19134551286697388,1.8807119131088257,1.906485676765442,3.629952907562256,0.19032041728496552,0.3401873707771301,0.3033407926559448,0.009373011998832226,0.13860240578651428,0.15230585634708405,0.14079657196998596,0.012138746678829193,0.3125,0.375,39.33892059326172,2.833035469055176,0.06271254471138754,0.175,,,,0.08375284820795059,0.0247783400118351,0.009741675108671188
136,hybrid,0.618476152420044,0.21564218401908875,0.21564218401908875,0.24209338426589966,2.020250082015991,1.9604456424713135,3.2101056575775146,0.22472937405109406,0.3158777356147766,0.36474019289016724,0.011219015344977379,0.21564218401908875,0.22728028893470764,0.21624410152435303,0.02514554187655449,0.1875,0.25,45.21922302246094,3.2038779258728027,0.06493968720185783,0.18,,,,0.15349015593528748,0.0292339064180851,0.008398512378334999
137,hybrid,0.8009437322616577,0.29715922474861145,0.29715922474861145,0.26629841327667236,2.0065910816192627,2.001288652420044,3.2091054916381836,0.25182512402534485,0.24071624875068665,0.3587358593940735,0.03057209774851799,0.29715919494628906,0.3704339861869812,0.32693392038345337,0.008754411712288857,0.3125,0.3125,69.76991271972656,4.485141277313232,0.06719012018257092,0.185,,,,0.06102045252919197,0.01914641261100769,0.010533908382058144
138,hybrid,0.390464186668396,0.13306991755962372,0.13306991755962372,0.14749866724014282,1.9767920970916748,1.895856261253357,4.820305824279785,0.20030614733695984,0.22688028216362,0.3080979585647583,0.029731230810284615,0.1330699324607849,0.07168502360582352,0.11818166077136993,0.024350527673959732,0.1875,0.3125,69.2432632446289,3.299217700958252,0.06946376671549676,0.19,,,,0.0674862340092659,0.030465681105852127,0.011278499849140644
139,hybrid,0.7620217204093933,0.286074697971344,0.286074697971344,0.23650997877120972,1.9414756298065186,2.001380443572998,5.062482833862305,0.18998783826828003,0.40929654240608215,0.2726001441478729,0.017389444634318352,0.28607475757598877,0.2265111654996872,0.26428818702697754,0.04436009004712105,0.375,0.1875,50.851680755615234,3.9293508529663086,0.07176054945744022,0.195,,,,0.09841732680797577,0.02597184106707573,0.012739385478198528
140,hybrid,0.4693649411201477,0.16922764480113983,0.16922764480113983,0.14420965313911438,1.9727141857147217,1.9133527278900146,4.373213768005371,0.1804843544960022,0.040447890758514404,0.3089984655380249,0.022475436329841614,0.16922762989997864,0.18096083402633667,0.15402284264564514,0.013959938660264015,0.1875,0.3125,59.08548355102539,5.151193618774414,0.07408039066612626,0.2,,,,0.1323477178812027,0.024665050208568573,0.012716732919216156
141,hybrid,0.6109863519668579,0.21694567799568176,0.21694567799568176,0.22249558568000793,1.9670861959457397,1.9571384191513062,2.958796977996826,0.17347680032253265,0.2489297240972519,0.3598736524581909,0.008794296532869339,0.21694569289684296,0.2668555676937103,0.20644012093544006,0.014507230371236801,0.25,0.1875,37.469703674316406,2.6351287364959717,0.07642321220629017,0.205,,,,0.05523190274834633,0.026194747537374496,0.009467486292123795
142,hybrid,0.5257508158683777,0.19588148593902588,0.19588148593902588,0.20880836248397827,1.8929024934768677,1.9245386123657227,3.2591793537139893,0.15294505655765533,0.4087180495262146,0.22981388866901398,0.006449885666370392,0.19588151574134827,0.05185762047767639,0.1760157346725464,0.027836451306939125,0.3125,0.125,35.07741165161133,2.1618053913116455,0.07878893555577136,0.21,,,,0.1527305692434311,0.01590120792388916,0.014263875782489777
143,hybrid,0.4532465636730194,0.1634100079536438,0.1634100079536438,0.18225419521331787,1.8189038038253784,1.8732796907424927,2.780559778213501,0.16285672783851624,0.03234114870429039,0.31583014130592346,0.00501564797013998,0.1634100377559662,0.09728093445301056,0.13878604769706726,0.017533965408802032,0.4375,0.375,33.25374221801758,2.629462480545044,0.08117748181161064,0.215,,,,0.12307001650333405,0.013359716162085533,0.011353334411978722
144,hybrid,0.3290717303752899,0.11478816717863083,0.11478816717863083,0.11166004836559296,1.8881162405014038,1.8909633159637451,2.6115336418151855,0.20271776616573334,0.14123861491680145,0.2970500588417053,0.004260596819221973,0.11478815972805023,0.057684365659952164,0.10876194387674332,0.017835669219493866,0.375,0.4375,28.89282989501953,1.3653769493103027,0.0835887716961495,0.22,,,,0.16495674848556519,0.012394214048981667,0.011393241584300995
145,hybrid,0.6116516590118408,0.22114121913909912,0.22114121913909912,0.23728692531585693,1.8571335077285767,1.8835062980651855,3.3133726119995117,0.18209967017173767,0.5450221300125122,0.26239097118377686,0.005603194236755371,0.22114121913909912,0.2123943716287613,0.2251042127609253,0.006234502885490656,0.3125,0.3125,34.360939025878906,4.14369010925293,0.08602272556313158,0.225,,,,0.1693483293056488,0.008427608758211136,0.013699354603886604
146,hybrid,0.24229802191257477,0.07003091275691986,0.07003091275691986,0.07669104635715485,1.8300617933273315,1.8414450883865356,2.7154390811920166,0.15653572976589203,0.119022436439991,0.21736116707324982,0.008156118914484978,0.07003092020750046,0.0857003852725029,0.06571701169013977,0.018227387219667435,0.3125,0.375,37.04637908935547,1.4501943588256836,0.08847926340380477,0.23,,,,0.13047409057617188,0.014501380734145641,0.011818095110356808
147,hybrid,0.4281361997127533,0.14006753265857697,0.14006753265857697,0.15244416892528534,1.7945747375488281,1.9639214277267456,2.645225763320923,0.172720804810524,0.17718958854675293,0.26533225178718567,0.005434965714812279,0.14006753265857697,0.23321209847927094,0.14006434381008148,0.004709646571427584,0.4375,0.3125,34.28987121582031,1.3550968170166016,0.09095830485302286,0.235,,,,0.06866942346096039,0.010326405055820942,0.009975006803870201
148,hybrid,0.21977275609970093,0.061028823256492615,0.061028823256492615,0.07329097390174866,1.8923039436340332,1.934497594833374,2.886806011199951,0.1688428372144699,0.06623455882072449,0.30568927526474,0.0049686431884765625,0.06102883443236351,0.10297563672065735,0.0610419325530529,0.0037138727493584156,0.25,0.25,32.99165725708008,1.645154356956482,0.09345976919534782,0.24,,,,0.052009500563144684,0.007361189462244511,0.00963650830090046
149,hybrid,0.4962249994277954,0.17352783679962158,0.17352783679962158,0.14188623428344727,1.916678786277771,1.9672224521636963,3.265638828277588,0.15186473727226257,0.30557072162628174,0.25324422121047974,0.007527904585003853,0.1735278069972992,0.17481857538223267,0.15895456075668335,0.031245537102222443,0.3125,0.1875,39.412841796875,3.156599760055542,0.09598357537114946,0.245,,,,0.18698248267173767,0.019518302753567696,0.013266791589558125
150,hybrid,0.5003873705863953,0.1629270315170288,0.1629270315170288,0.19446784257888794,1.8640320301055908,1.8322107791900635,3.03601336479187,0.16719338297843933,0.4234335720539093,0.2538653612136841,0.0066366842947900295,0.16292698681354523,0.17948871850967407,0.16024118661880493,0.024815868586301804,0.3125,0.4375,35.24226379394531,2.0573723316192627,0.09852964198270364,0.25,178.536376953125,0.0,0.0,0.17187882959842682,0.010762237943708897,0.01418857928365469
151,hybrid,0.3755307197570801,0.12759985029697418,0.12759985029697418,0.13071325421333313,1.876709222793579,1.901313066482544,2.886143684387207,0.13107351958751678,0.12559214234352112,0.27233418822288513,0.006685737520456314,0.1275998204946518,0.0940464586019516,0.13026991486549377,0.013329293578863144,0.3125,0.25,38.48636245727539,2.120898723602295,0.10109788730028754,0.255,,,,0.20551462471485138,0.014543767087161541,0.015163388103246689
152,hybrid,0.31384482979774475,0.0973329246044159,0.0973329246044159,0.11617976427078247,1.8252489566802979,1.836535930633545,2.374237298965454,0.15730008482933044,0.22759437561035156,0.3828195333480835,0.007713930681347847,0.0973328948020935,0.1242007464170456,0.09263919293880463,0.008425448089838028,0.3125,0.375,41.490234375,1.939358115196228,0.10368822926827138,0.26,,,,0.19864878058433533,0.008223822340369225,0.010939104482531548
153,hybrid,0.6507886052131653,0.22573566436767578,0.22573566436767578,0.23548489809036255,1.6916145086288452,1.8005393743515015,2.608551025390625,0.18531620502471924,0.4283977746963501,0.24662017822265625,0.003736999351531267,0.22573566436767578,0.2932535409927368,0.20689338445663452,0.02215699851512909,0.4375,0.3125,27.361759185791016,2.762632131576538,0.10630058551120569,0.265,,,,0.12013359367847443,0.01254458911716938,0.013097668997943401
154,hybrid,0.4059799611568451,0.14451023936271667,0.14451023936271667,0.13487793505191803,1.8132290840148926,1.8781412839889526,2.9606127738952637,0.19409523904323578,0.03479553386569023,0.3532872200012207,0.003711617086082697,0.14451028406620026,0.059393394738435745,0.13025057315826416,0.022493790835142136,0.3125,0.1875,27.343292236328125,1.8294073343276978,0.1089348733399036,0.27,,,,0.11646974086761475,0.01381991058588028,0.012829211540520191
155,hybrid,0.22965802252292633,0.07022916525602341,0.07022916525602341,0.06326928734779358,1.7447646856307983,1.7950700521469116,3.0494790077209473,0.13677740097045898,0.1243676245212555,0.3073561191558838,0.008701113052666187,0.07022913545370102,0.0583297535777092,0.0736195296049118,0.007852256298065186,0.4375,0.375,36.818450927734375,1.953349232673645,0.11159100975751798,0.275,,,,0.18836528062820435,0.010880598798394203,0.01221243105828762
156,hybrid,0.34695541858673096,0.11177953332662582,0.11177953332662582,0.10514096915721893,1.8442869186401367,1.8545024394989014,3.377763271331787,0.1481950879096985,0.3979743719100952,0.2822524905204773,0.00824593473225832,0.11177954077720642,0.13108812272548676,0.11917641758918762,0.007473617326468229,0.4375,0.25,34.56890869140625,1.7387877702713013,0.11426891146561098,0.28,,,,0.1254468411207199,0.01258452795445919,0.009794937446713448
157,hybrid,0.6815204620361328,0.24128073453903198,0.24128073453903198,0.243057519197464,1.8519917726516724,1.9073233604431152,3.8528056144714355,0.14042139053344727,0.3332623541355133,0.2350223958492279,0.008271888829767704,0.2412806898355484,0.2007499635219574,0.22996816039085388,0.029822491109371185,0.5,0.3125,34.404930114746094,4.338363170623779,0.1169684948702175,0.285,,,,0.15789657831192017,0.019254371523857117,0.012820148840546608
158,hybrid,0.557766854763031,0.18551194667816162,0.18551194667816162,0.198896586894989,1.9577009677886963,1.8457337617874146,4.258510589599609,0.16539663076400757,0.33875706791877747,0.20406651496887207,0.014123390428721905,0.1855119913816452,0.22234556078910828,0.1767786294221878,0.01515505462884903,0.1875,0.25,41.1644287109375,1.6350593566894531,0.11968967608790075,0.29,,,,0.07850008457899094,0.01275736652314663,0.009893519803881645
159,hybrid,0.28907546401023865,0.08950838446617126,0.08950838446617126,0.08810754120349884,1.7570202350616455,1.8272244930267334,2.9746999740600586,0.14394301176071167,0.11992676556110382,0.2675650715827942,0.004448547959327698,0.08950845897197723,0.08526147902011871,0.07704568654298782,0.01475624367594719,0.5,0.3125,26.73301887512207,1.3194266557693481,0.12243237095179854,0.295,,,,0.14869314432144165,0.01821170374751091,0.013515216298401356
160,hybrid,0.5814404487609863,0.20498353242874146,0.20498353242874146,0.20853208005428314,1.8543593883514404,1.8806283473968506,2.4812002182006836,0.13280311226844788,0.2293792963027954,0.36751067638397217,0.003043393138796091,0.20498356223106384,0.2357916235923767,0.19673386216163635,0.005935419350862503,0.375,0.375,24.76417350769043,1.7903602123260498,0.12519649501766136,0.3,,,,0.15529018640518188,0.017149368301033974,0.008941124193370342
161,hybrid,0.5364049673080444,0.18929585814476013,0.18929585814476013,0.20349499583244324,1.805328130722046,1.785905122756958,2.470940113067627,0.15594588220119476,0.3731788694858551,0.22843192517757416,0.005010380409657955,0.18929585814476013,0.15442925691604614,0.19148971140384674,0.009232185781002045,0.25,0.25,28.189001083374023,2.270514488220215,0.12798196356987984,0.305,,,,0.16632825136184692,0.013830100186169147,0.0120929516851902
162,hybrid,0.7462952733039856,0.2779120206832886,0.2779120206832886,0.2797420620918274,1.922090768814087,2.0278778076171875,2.9880895614624023,0.18649739027023315,0.2618751525878906,0.27646490931510925,0.0018514443654567003,0.2779119610786438,0.1376713365316391,0.27089425921440125,0.02497139386832714,0.3125,0.125,17.488269805908203,2.1192307472229004,0.13078869162750242,0.31,,,,0.09420597553253174,0.00798613578081131,0.010975629091262817
163,hybrid,0.22737494111061096,0.060235053300857544,0.060235053300857544,0.06616786122322083,1.7422481775283813,1.8311177492141724,3.218477249145508,0.15928316116333008,0.04738863185048103,0.193635031580925,0.004470997489988804,0.06023505702614784,0.061513274908065796,0.06506630778312683,0.012105070985853672,0.4375,0.25,26.560056686401367,1.570430874824524,0.13361659395024114,0.315,,,,0.17273637652397156,0.019748222082853317,0.016705423593521118
164,hybrid,0.5509853959083557,0.20453666150569916,0.20453666150569916,0.23487363755702972,1.5708674192428589,1.663000226020813,2.0052638053894043,0.14342570304870605,0.1994340419769287,0.28657007217407227,0.003840795950964093,0.20453663170337677,0.07187239825725555,0.20412364602088928,0.00766813475638628,0.5625,0.375,25.755756378173828,3.003251314163208,0.13646558504446582,0.32,,,,0.04068811610341072,0.013608701527118683,0.008796008303761482
165,hybrid,0.34375107288360596,0.09947949647903442,0.09947949647903442,0.14188061654567719,1.8248659372329712,1.798774242401123,2.922851324081421,0.18948820233345032,0.11885038763284683,0.3126722276210785,0.007393185980618,0.09947948902845383,0.07197798788547516,0.10083165764808655,0.018527012318372726,0.25,0.25,31.30766487121582,2.926926612854004,0.13933557916918632,0.325,,,,0.17973488569259644,0.010198504664003849,0.011591056361794472
166,hybrid,0.48537763953208923,0.16366592049598694,0.16366592049598694,0.17803359031677246,1.8009847402572632,1.7729084491729736,2.7115366458892822,0.12382584810256958,0.13120995461940765,0.26755186915397644,0.0064620464108884335,0.16366593539714813,0.17919889092445374,0.16864538192749023,0.003283360041677952,0.25,0.375,28.233762741088867,2.005002975463867,0.14222649034202095,0.33,,,,0.08368244767189026,0.011044200509786606,0.008070393465459347
167,hybrid,0.8398897051811218,0.30308032035827637,0.30308032035827637,0.33913013339042664,1.7564401626586914,1.759246587753296,3.0446510314941406,0.1638786643743515,0.2436840981245041,0.23230160772800446,0.007558971643447876,0.3030802607536316,0.21598541736602783,0.3104269504547119,0.02103346958756447,0.3125,0.375,31.542720794677734,2.4815101623535156,0.14513823234515133,0.335,,,,0.060553908348083496,0.010843494907021523,0.009098881855607033
168,hybrid,0.5233646035194397,0.17840160429477692,0.17840160429477692,0.1985112577676773,1.8245030641555786,1.8684018850326538,3.2309646606445312,0.18014860153198242,0.22311091423034668,0.26195278763771057,0.009399495087563992,0.17840152978897095,0.13909825682640076,0.17680315673351288,0.01026249397546053,0.375,0.1875,34.27769088745117,1.6141916513442993,0.1480707187312632,0.34,,,,0.09050043672323227,0.009662039577960968,0.011974219232797623
169,hybrid,0.3361014127731323,0.09782939404249191,0.09782939404249191,0.1333433836698532,1.7216812372207642,1.7438480854034424,3.3503947257995605,0.18161600828170776,0.07684320211410522,0.18739381432533264,0.010213933885097504,0.09782939404249191,0.09968268871307373,0.1037050262093544,0.0058967117220163345,0.3125,0.1875,35.40248489379883,1.9191001653671265,0.15102386282947192,0.345,,,,0.0648852288722992,0.01510828360915184,0.010101716965436935
170,hybrid,0.6272476315498352,0.21509364247322083,0.21509364247322083,0.21079093217849731,1.8742783069610596,1.881879210472107,3.644498825073242,0.1571599245071411,0.34421366453170776,0.3217277526855469,0.010242881253361702,0.21509364247322083,0.23796111345291138,0.22597214579582214,0.00974003504961729,0.375,0.25,39.62140655517578,2.8571670055389404,0.15399757775123232,0.35,,,,0.06984759867191315,0.016429007053375244,0.011442137882113457
171,hybrid,0.5060153603553772,0.16942119598388672,0.16942119598388672,0.18819671869277954,1.7805477380752563,1.7635105848312378,2.907294988632202,0.15905749797821045,0.34442809224128723,0.2613687515258789,0.005930408835411072,0.1694212257862091,0.16223680973052979,0.17149122059345245,0.007763928733766079,0.375,0.3125,30.819690704345703,2.4225189685821533,0.15699177639623277,0.355,,,,0.07230424135923386,0.013745954260230064,0.011942679062485695
