dataset,normalized_life,mean,q10,q25,median,q75,q90,num_cells
MATR,0.09,0.9713061331091984,0.9536988559999999,0.9629010645454543,0.9732170436363636,0.9816146872727272,0.9854642169090908,169
MATR,0.095,0.9711857248870358,0.9535797275454545,0.9629523668181819,0.97299335,0.9814437527272727,0.9853205879090908,169
MATR,0.1,0.9710704941366327,0.9533959309090908,0.9629116,0.9727452,0.9813077454545454,0.9852975527272727,169
MATR,0.105,0.970894526863905,0.9533154334545453,0.9626964527272727,0.9724116263636362,0.9809263199999999,0.9852456136363635,169
MATR,0.11,0.9707561285745029,0.9532204010909089,0.9626240581818181,0.9720499381818181,0.9808000618181818,0.9851171021818181,169
MATR,0.115,0.9706013690209787,0.9527528926363636,0.9624673709090907,0.9720161804545454,0.9808124363636364,0.9849833368181817,169
MATR,0.12,0.9704399571597633,0.9523350799999999,0.9621802327272726,0.9719700218181817,0.9804019454545454,0.9851495229090909,169
MATR,0.125,0.9703433195266276,0.952097218181818,0.9621665681818181,0.971242125,0.9805482499999998,0.9850074227272726,169
MATR,0.13,0.970184874475524,0.9517298741818181,0.9621676745454544,0.9715600254545453,0.9802689309090908,0.9850138818181817,169
MATR,0.135,0.9700177519607315,0.9515689370909092,0.9619396109090907,0.9713311027272725,0.9801246454545454,0.9849187667272727,169
MATR,0.14,0.9698402377514791,0.951252541090909,0.9618135963636363,0.9711606254545454,0.9806127672727272,0.9848672087272725,169
MATR,0.145,0.9696673553200643,0.9510399319999999,0.9617291918181816,0.9712010290909089,0.9801474827272727,0.9847145834545453,169
MATR,0.15,0.9694938575578267,0.9508483927272726,0.9610158136363636,0.9709865272727272,0.9797259272727272,0.9845886672727272,169
MATR,0.155,0.9693283559386763,0.9506023814545455,0.9606204636363637,0.9708107327272727,0.9797608827272727,0.9845267645454545,169
MATR,0.16,0.9691518462399136,0.9504228167272726,0.9603917199999998,0.97025204,0.9793074872727271,0.984468928,169
MATR,0.165,0.9689893840048409,0.9500288442727272,0.9602518099999999,0.9700868727272728,0.9790477,0.984272252,169
MATR,0.17,0.9688063327649274,0.9500019729090908,0.9600849927272727,0.9699279018181818,0.9788003336363634,0.9842753261818181,169
MATR,0.17500000000000002,0.9686029648466913,0.9496629913636363,0.9598751863636362,0.9697466,0.9789573363636364,0.9840816481818181,169
MATR,0.18,0.9684297612587407,0.9496190763636363,0.9597192618181818,0.9697162181818181,0.9788540218181818,0.9839335599999999,169
MATR,0.185,0.9681764563690162,0.9493883382727273,0.95952052,0.9694691127272727,0.9781571618181817,0.9837748029090908,169
MATR,0.19,0.9680163831629911,0.9492189139999999,0.9592157109090909,0.9694122363636363,0.9779590672727271,0.9835024214545454,169
MATR,0.195,0.9678098898924159,0.949081951090909,0.9592708136363635,0.9690891672727271,0.9781359654545453,0.9834168979999999,169
MATR,0.2,0.967567420548682,0.9489654145454546,0.9589259636363636,0.9688525090909091,0.9780443272727272,0.9833210909090908,169
MATR,0.20500000000000002,0.9673781652985471,0.94872335,0.9589246618181817,0.968570509090909,0.9779283872727271,0.9831439174545454,169
MATR,0.21,0.9670221810866059,0.9477993789090907,0.9583375636363635,0.9681546145454545,0.9777916672727273,0.9829281112727272,169
MATR,0.215,0.9668994231871975,0.9483912676363636,0.9585093422727272,0.9677113118181818,0.9773492554545454,0.9828443841818181,169
MATR,0.22,0.9666113599677244,0.9476438698181817,0.9578102363636363,0.96783634,0.9769730309090908,0.982586846181818,169
MATR,0.225,0.9665233192576659,0.9473327118181817,0.9574545068181818,0.9676563068181817,0.9766380272727272,0.9824877309090908,169
MATR,0.23,0.9661983599731039,0.9472270239999999,0.95718869,0.9673152254545454,0.9765449090909091,0.9821393045454545,169
MATR,0.23500000000000001,0.9661410975874124,0.9468910622727272,0.9570720886363636,0.9674061272727271,0.9763859681818181,0.982434026181818,169
MATR,0.24,0.9658520501990312,0.9466042487272727,0.9568034,0.9669393636363636,0.9761329999999999,0.9817857956363635,169
MATR,0.245,0.9656438431334056,0.9462184779999999,0.9565426681818182,0.9667963127272727,0.9760023159090909,0.9819911291818181,169
MATR,0.25,0.9654151007261972,0.9457335272727272,0.9562515909090907,0.9667470909090907,0.9759804545454545,0.9814356954545453,169
MATR,0.255,0.9652516288596019,0.9445478145454544,0.9560348727272726,0.9667680927272727,0.9757718931818182,0.9815554885454545,169
MATR,0.26,0.9649467594298006,0.9442151432727273,0.9557496872727271,0.9663302727272727,0.9755999999999999,0.981051326181818,169
MATR,0.265,0.9647382787170525,0.9440351163636364,0.9554911049999999,0.9662601309090908,0.9752828636363635,0.9811839903636362,169
MATR,0.27,0.9644907207692308,0.9436265650909089,0.9552638909090909,0.9660403527272726,0.9753540727272725,0.9809964252727271,169
MATR,0.275,0.964192050322754,0.943331419090909,0.955051709090909,0.9657574636363635,0.9751230636363637,0.980805288181818,169
MATR,0.28,0.9640047536955351,0.9430175221818182,0.9546906763636362,0.965504149090909,0.9747087818181818,0.9806233658181818,169
MATR,0.28500000000000003,0.9637992114012909,0.9429861872727272,0.954238914090909,0.9653667386363636,0.9746357654545453,0.9804729208181817,169
MATR,0.29,0.9635163602635826,0.9427252087272726,0.9537386681818182,0.9650123854545454,0.9743554954545453,0.9804394389090908,169
MATR,0.295,0.9631400254975789,0.9423797309090908,0.952960349090909,0.9648825363636363,0.9743438563636362,0.9801419510909091,169
MATR,0.3,0.9630097581495425,0.9420899054545453,0.9532312727272726,0.9648300727272726,0.9739876818181817,0.9800240636363635,169
MATR,0.305,0.9627530043222166,0.941765613090909,0.9528513977272727,0.9646584018181819,0.9739991381818179,0.9795667394545454,169
MATR,0.31,0.9624967227703071,0.941768256,0.9527098409090908,0.964387609090909,0.9738510454545453,0.9795002963636362,169
MATR,0.315,0.9622682208848833,0.9414912803636363,0.952299440909091,0.9641564727272727,0.9735393299999999,0.9793356027272726,169
MATR,0.32,0.9619783293383539,0.9413344254545454,0.9519230545454545,0.9636108363636363,0.9732722363636362,0.9791754763636363,169
MATR,0.325,0.9617269655190968,0.9410225736363635,0.951700168181818,0.9637127,0.9730999999999999,0.9788750677272726,169
MATR,0.33,0.9614682777084458,0.9410215909090909,0.9514759399999999,0.9634157454545454,0.9728612090909089,0.9786403512727273,169
MATR,0.335,0.9611813726277565,0.940448238090909,0.9511859172727272,0.963289303181818,0.9727574436363636,0.9788002322727273,169
MATR,0.34,0.9609328132759547,0.9401778229090908,0.9510569727272727,0.9626376363636363,0.9724450418181817,0.9785710625454545,169
MATR,0.34500000000000003,0.9606530050430333,0.9405486665454545,0.9508766672727272,0.9624842149999999,0.972277784090909,0.9783607206363636,169
MATR,0.35000000000000003,0.9602955968800432,0.939543069090909,0.9506404727272727,0.9619259818181818,0.9720791363636363,0.9782603999999999,169
MATR,0.355,0.960133784322216,0.9390200239090908,0.9504522945454544,0.9615707909090909,0.9719050918181817,0.9780966015454544,169
MATR,0.36,0.9597921213555677,0.9386047781818181,0.9502745381818182,0.9610929127272726,0.9716768109090909,0.9776434523636363,169
MATR,0.365,0.9594952437331895,0.9382583109999999,0.9497197645454545,0.9605652209090908,0.9713177763636364,0.9777730800909089,169
MATR,0.37,0.9592081241043567,0.9380184570909089,0.949677748181818,0.96034254,0.9709827818181818,0.9776052923636362,169
MATR,0.375,0.9589746919714895,0.9378952999999999,0.9493566590909089,0.9599692613636364,0.9709244999999999,0.9771306886363635,169
MATR,0.38,0.9585315546207636,0.9370653636363635,0.94902786,0.959855389090909,0.9708291818181818,0.976995994181818,169
MATR,0.385,0.9583795814281869,0.9374168977272727,0.9487477022727272,0.9593257181818182,0.9704604590909091,0.9765321557272726,169
MATR,0.39,0.9580920672565896,0.9371241358181818,0.9481921736363635,0.9591912363636363,0.9702625863636363,0.9763057712727272,169
MATR,0.395,0.9578012699435178,0.9368198167272727,0.9480007345454544,0.9590283159090909,0.9703955272727272,0.9760359836363635,169
MATR,0.4,0.9574832119419041,0.9364298036363635,0.947653509090909,0.9588540909090908,0.9697689999999999,0.9758303127272726,169
MATR,0.405,0.9572006438649809,0.9361476478181817,0.9473402545454545,0.9585213818181817,0.9691887045454545,0.9755841760909091,169
MATR,0.41000000000000003,0.9569039120441102,0.9358761581818181,0.9470553854545454,0.9578411954545453,0.9693446636363636,0.9754188405454546,169
MATR,0.41500000000000004,0.9563693520467995,0.9352700923636363,0.9464956904545454,0.9574996545454545,0.9688790227272726,0.9751344721818183,169
MATR,0.42,0.9558800341086607,0.9347762603636364,0.9464326345454545,0.9572193472727272,0.9688686272727272,0.9747714770909089,169
MATR,0.425,0.9559335188676713,0.9348383709090908,0.9462669022727271,0.9568755272727272,0.968721193181818,0.9745700872727272,169
MATR,0.43,0.9556342958149545,0.9342119163636363,0.9458428272727272,0.95655691,0.9683303627272726,0.9742058154545453,169
MATR,0.435,0.9553020342280801,0.9338297486363636,0.9454156018181816,0.9561494249999999,0.9682990863636363,0.9740219898181818,169
MATR,0.44,0.9549415045077999,0.9328781396363636,0.9450030945454544,0.9556065090909089,0.9680585418181817,0.9737768858181817,169
MATR,0.445,0.9546221325040343,0.9324669549090908,0.9448413309090907,0.9552261818181818,0.9675154518181817,0.9731895204545454,169
MATR,0.45,0.9542930086659492,0.9325009236363636,0.9445123636363636,0.9552704545454546,0.967160559090909,0.9730063145454545,169
MATR,0.455,0.9534311506213017,0.9310661279999999,0.9434479468181817,0.9546937381818181,0.9664314999999999,0.9729641549999999,169
MATR,0.46,0.9530392470295855,0.9306278101818181,0.9434200654545454,0.9544083163636363,0.9662400363636363,0.972203098181818,169
MATR,0.465,0.9532666026151153,0.9314119359999999,0.9436446049999999,0.9543733427272727,0.9660933954545454,0.9722428805454545,169
MATR,0.47000000000000003,0.952706839780527,0.9311787505454544,0.9429558636363636,0.954051009090909,0.9653597272727272,0.9712816032727272,169
MATR,0.47500000000000003,0.9525409991648739,0.9309449136363636,0.942754693181818,0.9535443090909091,0.9653238295454545,0.9714893236363636,169
MATR,0.48,0.9522151195675091,0.9306396567272727,0.9425296618181817,0.953307789090909,0.9653227890909091,0.9712640698181817,169
MATR,0.485,0.9518254265809569,0.9301505336363637,0.9422907513636364,0.9529209481818182,0.9644117204545455,0.9708512516363635,169
MATR,0.49,0.9507628748832704,0.9284400545454544,0.9412875590909091,0.9523706927272727,0.964222908181818,0.9706936123636363,169
MATR,0.495,0.9510126525847232,0.9293077274545454,0.9419111463636364,0.9520429063636364,0.9642101054545454,0.9703926647272726,169
MATR,0.5,0.9501508495427649,0.9284633999999999,0.9407774999999999,0.9515092727272727,0.9633667727272726,0.9696779272727272,169
MATR,0.505,0.9503080222568583,0.9287339604545454,0.9407315836363636,0.9514009309090908,0.9634011372727271,0.9692915655454545,169
MATR,0.51,0.9498547275121031,0.9281950474545454,0.9406252945454544,0.9511100363636362,0.9628123636363636,0.9687935952727272,169
MATR,0.515,0.9494788700139857,0.9277958072727271,0.9402059586363636,0.9507274727272728,0.9630287849999999,0.9687137595454546,169
MATR,0.52,0.9491517885981706,0.9274754596363635,0.9398838945454544,0.9504519127272727,0.962301069090909,0.9680917978181817,169
MATR,0.525,0.9487585318141472,0.9270824018181817,0.9395516454545454,0.9500839545454545,0.9619417409090909,0.9681291809090907,169
MATR,0.53,0.9482941969198497,0.9266575954545454,0.9393750272727271,0.9496681227272726,0.9616264354545454,0.9676420534545453,169
MATR,0.535,0.947896625385422,0.9261658667272726,0.9387669536363635,0.9493456254545453,0.961367604090909,0.9676957136363636,169
MATR,0.54,0.9474588818267888,0.9252708916363636,0.9384319745454546,0.9489322018181818,0.9608574327272728,0.9671796559999999,169
MATR,0.545,0.9470585208380852,0.9242731379090908,0.9378142827272726,0.9484834404545452,0.9606005663636363,0.9668459848181817,169
MATR,0.55,0.9465331970467998,0.923542788181818,0.9375040909090909,0.9480952272727271,0.960016509090909,0.9663092127272727,169
MATR,0.555,0.9461455787775683,0.9231733554545454,0.9370567245454544,0.9479415272727273,0.96008949,0.9657304005454544,169
MATR,0.56,0.9457218167638513,0.922465970181818,0.9367699236363636,0.9475286763636364,0.9595667745454545,0.9653839134545453,169
MATR,0.5650000000000001,0.945280600544917,0.9217535756363635,0.9366548222727271,0.9471006095454545,0.9590764063636363,0.965444469090909,169
MATR,0.5700000000000001,0.944828807058096,0.9210923621818182,0.9362359518181818,0.9466132172727272,0.958558708181818,0.9649160632727272,169
MATR,0.5750000000000001,0.9442995609198496,0.921662409090909,0.9357518681818181,0.9462077636363635,0.958085409090909,0.9645446454545453,169
MATR,0.58,0.9437806275158689,0.9209648756363635,0.9352677199999999,0.9457321218181818,0.9574427981818181,0.9642129599999999,169
MATR,0.585,0.9432380495661645,0.9204916745454546,0.9346627295454546,0.9450248927272726,0.956881229090909,0.9636272110909091,169
MATR,0.59,0.9426798926767073,0.9198974858181819,0.9341258290909089,0.9448005809090908,0.9565707336363636,0.9631136043636362,169
MATR,0.595,0.9421354018663257,0.9189061963636364,0.9335059222727272,0.944271499090909,0.955925409090909,0.9626421618181817,169
MATR,0.6,0.9415798380527165,0.9176521127272728,0.9327603636363635,0.9435704727272726,0.9555465454545453,0.9620639454545454,169
MATR,0.605,0.9410342935207099,0.9168350985454544,0.9323514177272727,0.9432639945454544,0.9548892909090907,0.9616085636363636,169
MATR,0.61,0.9404426572657342,0.915968290181818,0.9319879572727272,0.9427085981818181,0.954365698181818,0.9610505854545454,169
MATR,0.615,0.9398412314389463,0.9150515410909091,0.931645253181818,0.9421559136363635,0.9539758327272726,0.9605045492727272,169
MATR,0.62,0.9392009450726196,0.9141800509090908,0.9313345145454545,0.9415205399999999,0.953572949090909,0.9599002098181817,169
MATR,0.625,0.9385864803388919,0.9133925727272726,0.9307948295454543,0.9412081477272727,0.9531686363636362,0.9593412159090907,169
MATR,0.63,0.9379418820091445,0.9126775185454545,0.9303399018181817,0.9403432945454544,0.9525146836363636,0.9587172474545453,169
MATR,0.635,0.9372232385548679,0.9122813759999999,0.9297292463636363,0.9397992445454545,0.9518026109090908,0.9581327167272725,169
MATR,0.64,0.9364667172372245,0.9112489338181818,0.9289154181818181,0.9392110836363635,0.9512584509090908,0.9573461854545454,169
MATR,0.645,0.9357873985295858,0.909976197490909,0.9283432845454545,0.9386556113636363,0.9509061727272726,0.956635274181818,169
MATR,0.65,0.9350401565357721,0.9086838776363635,0.9276824681818182,0.9382226136363635,0.9500565681818182,0.9561167990909091,169
MATR,0.655,0.9342151242313076,0.9075823421727272,0.9266941200000002,0.937423404090909,0.9494679054545454,0.9555404016363637,169
MATR,0.66,0.9334449418579879,0.9064813805090908,0.9266824672727272,0.937018229090909,0.9491731818181818,0.9545812123636362,169
MATR,0.665,0.9324060466979557,0.9045766852545454,0.9254590227272727,0.936659859090909,0.9483053463636364,0.9539741763636364,169
MATR,0.67,0.9318381209843999,0.9042332122363635,0.925259909090909,0.936079629090909,0.9480236718181818,0.9531220932727271,169
MATR,0.675,0.930927121418773,0.9033492787272726,0.923992359090909,0.9352037772727273,0.9474210613636362,0.9524079609090907,169
MATR,0.68,0.9300613656503494,0.9015013269090909,0.9229826945454543,0.9344785709090908,0.9463139090909091,0.9513355309090907,169
MATR,0.685,0.9291666927283484,0.899756026090909,0.9219641936363636,0.9337409763636363,0.9456499809090909,0.9507232063636363,169
MATR,0.6900000000000001,0.9280517151646044,0.898360175490909,0.9210839454545454,0.9329106909090908,0.9450175236363636,0.9499235767272726,169
MATR,0.6950000000000001,0.927195966998386,0.8967523303454544,0.919620929090909,0.9320972454545455,0.944398904090909,0.9493289145454544,169
MATR,0.7000000000000001,0.926125073141474,0.8956941734545454,0.9183346909090908,0.9313793454545454,0.9438740727272726,0.9485850418181818,169
MATR,0.705,0.9250320126057019,0.8935222525545454,0.9166686981818181,0.9303512145454546,0.9431125127272727,0.9478814752727271,169
MATR,0.71,0.9239310407374935,0.8912274776363636,0.9153132690909093,0.929733999090909,0.9419032181818181,0.9474096343636363,169
MATR,0.715,0.9227642514704133,0.8901510264181818,0.9139458754545454,0.9283198145454545,0.9410325781818182,0.9463367079090909,169
MATR,0.72,0.9215466339752557,0.8891153314909089,0.9127941963636363,0.9275705636363636,0.9400881454545452,0.9455223425454544,169
MATR,0.725,0.9202930356266809,0.8886644771818181,0.9111446772727272,0.9267148681818181,0.9393584181818181,0.9445463431818181,169
MATR,0.73,0.9190417464244214,0.8880141788545454,0.9098815818181818,0.9258893927272727,0.9383790272727273,0.9434563745454545,169
MATR,0.735,0.9177154899050564,0.8854654036454546,0.908615321090909,0.9248747654545454,0.9373711563636362,0.9423614366363636,169
MATR,0.74,0.9162838615696606,0.8822999175636362,0.9067468018181818,0.9242573745454544,0.9363087745454544,0.9411840570909089,169
MATR,0.745,0.9147961446826243,0.8794569068181818,0.9051973759090908,0.9231799086363636,0.9353714186363635,0.9400454249090907,169
MATR,0.75,0.9133271797068319,0.8765354690909091,0.9036075818181817,0.9220657045454544,0.9339002727272726,0.9387214818181817,169
MATR,0.755,0.9117321328902637,0.8747285090363636,0.9018445509090908,0.921157099090909,0.9323087254545454,0.9378334238181818,169
MATR,0.76,0.9101508189757932,0.8728342254545454,0.9000964472727272,0.9200162727272727,0.9313871636363636,0.9368377432727272,169
MATR,0.765,0.9084604996853144,0.8708106281181817,0.8982473595454545,0.9189463659090907,0.9298188754545453,0.9356766640909091,169
MATR,0.77,0.9067533916858519,0.8697801777454545,0.8958575454545454,0.9174942472727272,0.9282925127272726,0.9347496621818181,169
MATR,0.775,0.9048930367657337,0.8675297982727272,0.8935230190909089,0.9162637363636363,0.9269244568181817,0.9331614672727272,169
MATR,0.78,0.9030460718526089,0.8627290245818181,0.8915722276363636,0.9149442836363636,0.925882698181818,0.9318910087272726,169
MATR,0.785,0.9010721421995705,0.8597926291272727,0.8894070413636362,0.913628698181818,0.9243687204545454,0.930383973090909,169
MATR,0.79,0.899077768778913,0.8579408561090909,0.8869245645454545,0.9120436181818181,0.922771349090909,0.9294359032727273,169
MATR,0.795,0.8970091655944054,0.8565331637545454,0.8843490022727272,0.91073646,0.9206716363636362,0.9278240827272727,169
MATR,0.8,0.8947813133189891,0.8524231247272726,0.8824327309090909,0.9092143454545454,0.9185971090909091,0.9264858909090908,169
MATR,0.805,0.892499795056482,0.8492683906909089,0.8802645345454545,0.9075373669090909,0.9170152681818181,0.9246259056363635,169
MATR,0.81,0.8901020763609468,0.8466672951454545,0.878064588,0.9059324134545453,0.9158874181818181,0.9233372969090909,169
MATR,0.8150000000000001,0.8876560363407745,0.8441516302181817,0.8758984323636363,0.9039898554090907,0.9144071395454545,0.9214059476363635,169
MATR,0.8200000000000001,0.8850939761151153,0.8414396044363636,0.8731625036363635,0.9023862756363635,0.9124131727272727,0.9195105032727273,169
MATR,0.8250000000000001,0.8824235977528239,0.8372550897272727,0.8705950184090908,0.9002393245454545,0.9103705818181818,0.9175713304545453,169
MATR,0.8300000000000001,0.8795396650376544,0.8330020970181816,0.868718345090909,0.8975929989090908,0.908227862090909,0.9152878829090908,169
MATR,0.835,0.8767383346304457,0.827054144290909,0.8669811030454545,0.8958013245454545,0.9058217596818181,0.9136264086363635,169
MATR,0.84,0.8737979320150621,0.8213018746181818,0.8650150149090908,0.8927497243636363,0.9037417181818181,0.91194876,169
MATR,0.845,0.8706777179107046,0.8145546150181819,0.8632551844545454,0.8906527233636363,0.9007678777272726,0.9102475386363637,169
MATR,0.85,0.8674796082194726,0.8079791078181818,0.861507,0.8876072145454545,0.8987101113636362,0.9084326199999999,169
MATR,0.855,0.8642202670675092,0.8024336104727272,0.8566316767272727,0.8840638224090909,0.896135158181818,0.9068316222181817,169
MATR,0.86,0.8608159123410442,0.797609184,0.8515480696363635,0.8812115556363636,0.8938223218181818,0.9048743909090908,169
MATR,0.865,0.8573181814607314,0.7912596914181819,0.8488336146363636,0.8775785854545454,0.8914028454545454,0.9022711556090909,169
MATR,0.87,0.8537151801188811,0.7849461229090909,0.8459883388181818,0.8751313129090909,0.8884228796363636,0.8999474131090909,169
MATR,0.875,0.8500076758136093,0.7785172754545453,0.8432955897727272,0.8731911238636363,0.8861747954545454,0.8972642634090909,169
MATR,0.88,0.8462102235696614,0.7718192530181818,0.8406645992727272,0.8702823774545454,0.8832979825454544,0.8942266922909091,169
MATR,0.885,0.842313242749597,0.7649617276181817,0.8381694499999999,0.8663006123636363,0.8800243472727273,0.8914250113818181,169
MATR,0.89,0.8383544955906396,0.7581107601818181,0.8354348978181817,0.8617970258181817,0.8772019229090908,0.8879971886363636,169
MATR,0.895,0.8342426932401824,0.7510281081272726,0.8323702836363636,0.8570078322272726,0.8740759024545454,0.8844659984818182,169
MATR,0.9,0.8301037095104892,0.7439474825454544,0.8288619063636363,0.8531390654545453,0.8705332145454544,0.8815508,169
MATR,0.905,0.8258176466385159,0.7367582095454543,0.8240989256818181,0.8489902372727273,0.8680467774545454,0.8783954637636363,169
MATR,0.91,0.821484651561054,0.7294769083636362,0.8196248052727272,0.843470354181818,0.8646258590909089,0.874876589490909,169
MATR,0.915,0.8170911255672404,0.7223294774909089,0.8154148542727271,0.8412590827727272,0.8620066285454544,0.8713725636545454,169
MATR,0.92,0.8125525259946202,0.715560314181818,0.8117030927272726,0.8341234145454545,0.8586780989090907,0.8681074403636364,169
MATR,0.925,0.8080099694540077,0.7089898743636363,0.8080859636363635,0.8292391113636363,0.8558674490909091,0.8649315494545455,169
MATR,0.93,0.8033581118918774,0.7024788146181817,0.8046038127272727,0.8264227743636363,0.8526313032727272,0.8615941999818181,169
MATR,0.935,0.7986694373275957,0.6958922973090907,0.8008724672727272,0.8243137698636364,0.8490690585454543,0.8573960495909091,169
MATR,0.9400000000000001,0.7938729488144162,0.6894573309818179,0.7979901345454544,0.8176465829090908,0.8458933247272726,0.8529792256363636,169
MATR,0.9450000000000001,0.7890613002087145,0.6823555603999999,0.7931490528181816,0.8124011556363635,0.8422379229090908,0.850075247390909,169
MATR,0.9500000000000001,0.7841295106186126,0.6729003352727271,0.7868553618181816,0.8072856809090908,0.8389715818181817,0.8464000293636362,169
MATR,0.9550000000000001,0.7790570473071543,0.6625261448363635,0.7835524356363636,0.7999169004545453,0.8354555696363635,0.8425715603454543,169
MATR,0.96,0.7739562094072086,0.6523924090181817,0.7792535214545454,0.7963811396363636,0.8318487290909091,0.8381558319272726,169
MATR,0.965,0.7687010765868748,0.6418609534909091,0.7748878689090909,0.7916920289090909,0.82773714,0.8338172413090909,169
MATR,0.97,0.7633731485884883,0.6321909049818182,0.7706965429999999,0.7863192494545453,0.8239706549090908,0.829217401,169
MATR,0.975,0.7579510334265734,0.6243882236818181,0.7663938738636363,0.7807054720454545,0.820457501590909,0.8246588864999999,169
MATR,0.98,0.7524798359268423,0.6164092458545455,0.7597734887272727,0.7750678876363637,0.8164009881818182,0.8199806812363636,169
MATR,0.985,0.7469225896503493,0.6088633313454546,0.7577767661818181,0.769420279090909,0.8125145302727272,0.8150693953272727,169
MATR,0.99,0.7412583494421734,0.5992794411636364,0.7555747029090909,0.7637052424545454,0.8086243999090909,0.8102123919272727,169
MATR,0.995,0.7355690119585798,0.5903126274909091,0.7533538990454545,0.7580152847272728,0.8044719337272725,0.8056743414636363,169
MATR,1.0,0.7300835852071,0.5791858145454545,0.7500358636363635,0.7522901636363636,0.8004391727272727,0.8008599363636364,169
