iteration,method,total_loss,query_loss,L_T,L_GY,L_G,L_S,L_SC,L_R,L_C,L_O,L_delta,general_domain_accuracy_batch,specific_domain_accuracy_batch,mean_absolute_specific_residual,outer_gradient_norm,grl_strength,auxiliary_scale,source_validation_mae_cycles,source_validation_general_domain_accuracy,source_validation_specific_domain_accuracy,support_loss,inner_update_specific_encoder,inner_update_general_head
348,hybrid,0.14362303912639618,0.032003872096538544,0.032003872096538544,0.060960665345191956,1.325271725654602,0.8549904227256775,1.6855884790420532,0.08006123453378677,0.09746862947940826,0.09442974627017975,0.024350382387638092,0.625,0.8125,54.3316650390625,2.0197155475616455,0.3736179106419871,1.0,,,,0.0157597828656435,0.013074269518256187,0.032735057175159454
349,hybrid,0.12065869569778442,0.020604616031050682,0.020604616031050682,0.05421386659145355,1.3012593984603882,0.7827455401420593,1.451408863067627,0.0758761465549469,0.10643169283866882,0.07841631025075912,0.02297055907547474,0.5625,0.8125,53.69507598876953,1.3782804012298584,0.37423002551078044,1.0,,,,0.031788360327482224,0.014028552919626236,0.036039043217897415
350,hybrid,0.14780786633491516,0.03347252309322357,0.03347252309322357,0.056166429072618484,1.2037980556488037,0.8862782120704651,2.024012327194214,0.07619473338127136,0.12828557193279266,0.0940878838300705,0.034566015005111694,0.6875,0.8125,49.675559997558594,1.5218307971954346,0.37483960042500286,1.0,169.74473571777344,0.25,0.25,0.03383554518222809,0.01798877865076065,0.038944412022829056
351,hybrid,0.08679282665252686,0.013001196086406708,0.013001196086406708,0.011734657920897007,1.2630937099456787,0.9432420134544373,1.6033222675323486,0.06892795860767365,0.0349249541759491,0.09084975719451904,0.006459962110966444,0.75,0.75,32.89991760253906,0.8575591444969177,0.3754466418125836,1.0,,,,0.02309086173772812,0.020382124930620193,0.03482373058795929
352,hybrid,0.14648163318634033,0.03500223159790039,0.03500223159790039,0.05597910284996033,1.3323065042495728,0.9213258028030396,1.7830299139022827,0.08771075308322906,0.07321813702583313,0.12764252722263336,0.038118474185466766,0.5625,0.625,64.02980041503906,1.4362610578536987,0.37605115612600126,1.0,,,,0.02900778129696846,0.012892533093690872,0.03514532372355461
353,hybrid,0.1903477907180786,0.05309218913316727,0.05309218913316727,0.0656837671995163,1.1652053594589233,1.2776598930358887,2.4305896759033203,0.06764426827430725,0.08239316195249557,0.1422909051179886,0.026292700320482254,0.6875,0.625,47.308807373046875,3.0639569759368896,0.37665314984179465,1.0,,,,0.01776084303855896,0.014796474948525429,0.026769490912556648
354,hybrid,0.1519869863986969,0.03807594254612923,0.03807594254612923,0.0432414636015892,1.2278194427490234,1.0642402172088623,2.305602788925171,0.07449814677238464,0.11782554537057877,0.08400798588991165,0.03195931762456894,0.5625,0.75,57.86505126953125,1.9628139734268188,0.3772526294600783,1.0,,,,0.02417146787047386,0.017227590084075928,0.038058940321207047
355,hybrid,0.22905905544757843,0.06673348695039749,0.06673348695039749,0.09971043467521667,1.1721547842025757,1.2678263187408447,2.420020818710327,0.08142103254795074,0.13298016786575317,0.0990021824836731,0.022290874272584915,0.75,0.6875,49.88079833984375,2.1555724143981934,0.377849601504058,1.0,,,,0.020641105249524117,0.01569385454058647,0.03977556899189949
356,hybrid,0.11285506188869476,0.021213702857494354,0.021213702857494354,0.04222032427787781,1.1906987428665161,0.8658449053764343,1.4695446491241455,0.06894049048423767,0.04777807742357254,0.07767470926046371,0.010024389252066612,0.6875,0.75,39.76070785522461,1.6886796951293945,0.37844407251955237,1.0,,,,0.027713753283023834,0.02112985961139202,0.044546011835336685
357,hybrid,0.2690611481666565,0.09684289991855621,0.09684289991855621,0.11654260754585266,1.5571736097335815,1.0619717836380005,2.268791913986206,0.0876285582780838,0.04765109717845917,0.194618359208107,0.017190393060445786,0.5,0.75,43.32737731933594,3.8252687454223633,0.3790360490745158,1.0,,,,0.011705463752150536,0.02017139457166195,0.025634847581386566
358,hybrid,0.17178797721862793,0.0378749817609787,0.0378749817609787,0.05743151158094406,1.4464221000671387,1.1448328495025635,2.5764336585998535,0.07020998746156693,0.08023076504468918,0.11963249742984772,0.01274123415350914,0.4375,0.625,41.113548278808594,2.7268381118774414,0.37962553775856545,1.0,,,,0.013947871513664722,0.014414375647902489,0.034817274659872055
359,hybrid,0.15696191787719727,0.050933755934238434,0.050933755934238434,0.04677251726388931,1.085405707359314,1.087599754333496,1.8022582530975342,0.07055802643299103,0.10965582728385925,0.13950279355049133,0.01459019910544157,0.75,0.6875,44.60700225830078,2.2100017070770264,0.3802125451825098,1.0,,,,0.023477990180253983,0.01773827150464058,0.03413344919681549
360,hybrid,0.1823689043521881,0.04983322322368622,0.04983322322368622,0.07590027153491974,1.3531583547592163,1.0261825323104858,1.9872004985809326,0.07833442836999893,0.09624355286359787,0.09361997246742249,0.021549127995967865,0.4375,0.5625,55.96567153930664,2.26690673828125,0.3807970779778823,1.0,,,,0.023342981934547424,0.012983802706003189,0.031200654804706573
361,hybrid,0.1804257333278656,0.05902476981282234,0.05902476981282234,0.04943545162677765,1.3501724004745483,1.0028777122497559,2.4169583320617676,0.08072052150964737,0.08194571733474731,0.1611734926700592,0.00862222071737051,0.4375,0.8125,40.80182647705078,2.6526246070861816,0.3813791427964772,1.0,,,,0.02068975754082203,0.01420646719634533,0.028557762503623962
362,hybrid,0.13286396861076355,0.030336562544107437,0.030336562544107437,0.04622945189476013,1.2563166618347168,0.9388061165809631,1.7384446859359741,0.10012190788984299,0.038282111287117004,0.10537758469581604,0.013303913176059723,0.6875,0.75,45.7013053894043,2.3852803707122803,0.3819587463098879,1.0,,,,0.0287704449146986,0.01205749437212944,0.03235131502151489
363,hybrid,0.2025453746318817,0.061835724860429764,0.061835724860429764,0.07232480496168137,1.248275876045227,1.220188021659851,2.328169345855713,0.07914001494646072,0.12050271034240723,0.20173588395118713,0.005772827193140984,0.625,0.625,34.53398895263672,2.440077781677246,0.38253589520904896,1.0,,,,0.014501221477985382,0.012895549647510052,0.025377728044986725
364,hybrid,0.15742507576942444,0.04395284503698349,0.04395284503698349,0.04183897376060486,1.1573392152786255,1.0737920999526978,2.360276460647583,0.08246809989213943,0.028003128245472908,0.12855228781700134,0.0035382492933422327,0.6875,0.6875,25.957439422607422,2.0672202110290527,0.3831105962037822,1.0,,,,0.044221505522727966,0.021440252661705017,0.03906737640500069
365,hybrid,0.16069769859313965,0.05043589696288109,0.05043589696288109,0.049665667116642,1.2085959911346436,0.919614315032959,2.017460584640503,0.060808632522821426,0.08118514716625214,0.14743541181087494,0.007817571051418781,0.5,0.8125,34.522525787353516,2.974806547164917,0.3836828560223441,1.0,,,,0.020247627049684525,0.02394811064004898,0.03687233477830887
366,hybrid,0.19512927532196045,0.07254187017679214,0.07254187017679214,0.08671022206544876,1.1215113401412964,0.8579965829849243,1.3403253555297852,0.07033532857894897,0.15170183777809143,0.12623479962348938,0.006585464347153902,0.6875,0.8125,33.118431091308594,5.429099082946777,0.3842526814109779,1.0,,,,0.02232268825173378,0.01864965632557869,0.03846801072359085
367,hybrid,0.12900401651859283,0.037601858377456665,0.037601858377456665,0.028303567320108414,1.1641528606414795,0.9182543754577637,1.8790764808654785,0.06972604244947433,0.0916331335902214,0.17781594395637512,0.013886859640479088,0.6875,0.6875,39.9263916015625,1.415268898010254,0.38482007913346783,1.0,,,,0.013152733445167542,0.014467552304267883,0.03205712512135506
368,hybrid,0.1251186728477478,0.018687443807721138,0.018687443807721138,0.03784624859690666,1.3441578149795532,1.05340576171875,2.1001856327056885,0.10103081911802292,0.040045011788606644,0.08265560120344162,0.011990843340754509,0.5,0.5,38.89474868774414,1.5827727317810059,0.38538505597069717,1.0,,,,0.01053537242114544,0.009457336738705635,0.024841664358973503
369,hybrid,0.15042656660079956,0.044550821185112,0.044550821185112,0.04993519186973572,1.2700040340423584,1.0220736265182495,1.615699052810669,0.11804241687059402,0.1610739827156067,0.1571805328130722,0.014645017683506012,0.625,0.75,41.74491500854492,1.5474568605422974,0.3859476187202091,1.0,,,,0.027680428698658943,0.01051723025739193,0.038130469620227814
370,hybrid,0.1566106677055359,0.03680680692195892,0.03680680692195892,0.07086104899644852,1.235140323638916,0.909988284111023,1.71537184715271,0.09491735696792603,0.09039895981550217,0.08714629709720612,0.014181040227413177,0.6875,0.8125,45.37434005737305,2.205381393432617,0.3865077741957712,1.0,,,,0.020223040133714676,0.01197715662419796,0.03296090289950371
371,hybrid,0.11359188705682755,0.02102544903755188,0.02102544903755188,0.03349701687693596,1.1798648834228516,0.8804991841316223,1.8070647716522217,0.08092061430215836,0.0732414647936821,0.11217279732227325,0.012073537334799767,0.6875,0.6875,36.072509765625,1.8903040885925293,0.3870655292269424,1.0,,,,0.01193107571452856,0.013376867398619652,0.029860742390155792
372,hybrid,0.13237980008125305,0.03376078978180885,0.03376078978180885,0.047919005155563354,1.360121726989746,0.8201493620872498,1.555605173110962,0.05779624730348587,0.05550018325448036,0.09963816404342651,0.005756428465247154,0.5625,0.8125,30.19296646118164,2.6102654933929443,0.38762089065864325,1.0,,,,0.02457829937338829,0.011642910540103912,0.02884078398346901
373,hybrid,0.15200525522232056,0.036369144916534424,0.036369144916534424,0.05465574190020561,1.4178979396820068,0.9276649355888367,2.02347993850708,0.0645083338022232,0.03846144676208496,0.0925896167755127,0.01679263636469841,0.625,0.6875,41.48351287841797,2.138493061065674,0.3881738653507303,1.0,,,,0.011666249483823776,0.008879817090928555,0.024649793282151222
374,hybrid,0.1073232889175415,0.014125889167189598,0.014125889167189598,0.032920949161052704,1.2854046821594238,0.85640549659729,1.8307403326034546,0.08854461461305618,0.02271338365972042,0.13513067364692688,0.021282248198986053,0.5,0.6875,52.77851867675781,1.521360993385315,0.3887244601775727,1.0,,,,0.016045736148953438,0.011096304282546043,0.028843272477388382
375,hybrid,0.1346755474805832,0.034681688994169235,0.034681688994169235,0.044404298067092896,1.2485079765319824,0.9522602558135986,1.6648167371749878,0.10016905516386032,0.08509226888418198,0.09366016089916229,0.0110855121165514,0.4375,0.75,38.792930603027344,1.4594268798828125,0.3892726820276319,1.0,158.1214599609375,0.375,0.25,0.01909685879945755,0.009710684418678284,0.029954208061099052
376,hybrid,0.14016976952552795,0.036677323281764984,0.036677323281764984,0.039356812834739685,1.3477050065994263,1.0138490200042725,1.9230324029922485,0.07889740914106369,0.10361095517873764,0.08469900488853455,0.006243640556931496,0.625,0.75,31.277992248535156,2.4445769786834717,0.3898185378030453,1.0,,,,0.01674812287092209,0.009390922263264656,0.02877352386713028
377,hybrid,0.10304804146289825,0.018889527767896652,0.018889527767896652,0.022294294089078903,1.2730131149291992,0.9947623014450073,1.668144702911377,0.07912137359380722,0.033661436289548874,0.08843355625867844,0.012667195871472359,0.6875,0.625,45.44432067871094,1.1414250135421753,0.39036203441921313,1.0,,,,0.009348452091217041,0.011244148015975952,0.02523890882730484
378,hybrid,0.09730299562215805,0.01632835902273655,0.01632835902273655,0.02253192663192749,1.1795388460159302,0.8262057900428772,1.7055872678756714,0.06541017442941666,0.032452542334795,0.11547227948904037,0.0040179588831961155,0.625,0.8125,25.622882843017578,2.0339832305908203,0.3909031788043871,1.0,,,,0.015377610921859741,0.009938808158040047,0.026805732399225235
379,hybrid,0.15377499163150787,0.05551096796989441,0.05551096796989441,0.04611591622233391,1.246575951576233,0.9225001335144043,1.5496172904968262,0.0765724778175354,0.05361349880695343,0.11170782148838043,0.009714443236589432,0.4375,0.8125,37.514320373535156,3.02712345123291,0.3914419778992637,1.0,,,,0.013066532090306282,0.010335175320506096,0.0230117030441761
380,hybrid,0.11958624422550201,0.038105037063360214,0.038105037063360214,0.03515098989009857,1.0850062370300293,0.7731130719184875,1.3519628047943115,0.06337390094995499,0.09775952249765396,0.09601832926273346,0.005380895920097828,0.8125,0.875,31.740800857543945,1.5491057634353638,0.39197843865658066,1.0,,,,0.008826670236885548,0.014433614909648895,0.040063902735710144
381,hybrid,0.13833540678024292,0.03752963989973068,0.03752963989973068,0.051692087203264236,1.1629953384399414,0.7744444608688354,1.654819369316101,0.07349249720573425,0.0769665539264679,0.10682161897420883,0.009562504477798939,0.6875,0.875,34.39237976074219,1.7224109172821045,0.3925125680407159,1.0,,,,0.007704957854002714,0.009943276643753052,0.021676266565918922
382,hybrid,0.13950470089912415,0.030461924150586128,0.030461924150586128,0.0319598987698555,1.2064218521118164,1.1165512800216675,2.44862699508667,0.07106229662895203,0.0417114682495594,0.11396758258342743,0.015331212431192398,0.5625,0.6875,46.893699645996094,1.9793410301208496,0.39304437302728945,1.0,,,,0.011004533618688583,0.012720247730612755,0.024897409602999687
383,hybrid,0.0888592004776001,0.01596049964427948,0.01596049964427948,0.013100111857056618,1.1169451475143433,0.8666249513626099,1.6510019302368164,0.06707488000392914,0.014358971267938614,0.11438962817192078,0.005572015419602394,0.6875,0.8125,32.015472412109375,0.9670333862304688,0.39357386060276955,1.0,,,,0.017428647726774216,0.008830316364765167,0.02428225800395012
384,hybrid,0.11540687084197998,0.0215439572930336,0.0215439572930336,0.02248746156692505,1.311552882194519,1.0787458419799805,2.037870407104492,0.07610825449228287,0.0281376950442791,0.10275266319513321,0.0071066198870539665,0.5625,0.625,29.972900390625,1.2096288204193115,0.39410103776408223,1.0,,,,0.018610216677188873,0.011510265991091728,0.029167909175157547
385,hybrid,0.12232652306556702,0.018062978982925415,0.018062978982925415,0.01997298374772072,1.4526488780975342,1.1257587671279907,2.5030016899108887,0.05627233907580376,0.029567141085863113,0.1752726137638092,0.0018847915343940258,0.5625,0.6875,17.114059448242188,1.1326125860214233,0.3946259115182216,1.0,,,,0.008020063862204552,0.011306080967187881,0.025364581495523453
386,hybrid,0.12336227297782898,0.034478604793548584,0.034478604793548584,0.029270704835653305,1.0494375228881836,0.8221553564071655,1.8864567279815674,0.08847620338201523,0.08811414986848831,0.13804344832897186,0.006383972242474556,0.75,0.8125,26.285083770751953,2.4591193199157715,0.3951484888818665,1.0,,,,0.02757430635392666,0.008841579779982567,0.026145441457629204
387,hybrid,0.1248454749584198,0.02456618845462799,0.02456618845462799,0.027442242950201035,1.3390625715255737,0.9574981927871704,2.255678176879883,0.0778854638338089,0.05922168865799904,0.13571465015411377,0.0077362582087516785,0.625,0.6875,28.283945083618164,1.99315345287323,0.39566877688099866,1.0,,,,0.03926222771406174,0.008691320195794106,0.030285418033599854
388,hybrid,0.15537431836128235,0.03320654481649399,0.03320654481649399,0.042000848799943924,1.3756974935531616,1.188159704208374,2.560702323913574,0.07425016164779663,0.08510556817054749,0.1135798767209053,0.0035485695116221905,0.625,0.5625,20.077871322631836,3.125307083129883,0.39618678255052364,1.0,,,,0.013726839795708656,0.008484803140163422,0.01992812007665634
389,hybrid,0.107960045337677,0.02174854651093483,0.02174854651093483,0.024795420467853546,1.1314423084259033,0.8187035918235779,1.9162670373916626,0.05696301534771919,0.018103530630469322,0.12253480404615402,0.004213868174701929,0.625,0.9375,22.0404052734375,1.10003662109375,0.39670251293389636,1.0,,,,0.022238144651055336,0.013059551827609539,0.031428463757038116
390,hybrid,0.12143416702747345,0.0327131487429142,0.0327131487429142,0.025491707026958466,1.2563680410385132,0.961510956287384,1.717468500137329,0.044268183410167694,0.041090227663517,0.30320361256599426,0.0013586546992883086,0.5625,0.75,14.171537399291992,1.8009792566299438,0.3972159750827483,1.0,,,,0.013297074474394321,0.00912044569849968,0.025456804782152176
391,hybrid,0.09627281129360199,0.02314121276140213,0.02314121276140213,0.021740883588790894,1.1844984292984009,0.8924685716629028,1.2315510511398315,0.0497649647295475,0.046963561326265335,0.20168061554431915,0.0012034936808049679,0.6875,0.75,12.935611724853516,1.1096656322479248,0.3977271760565194,1.0,,,,0.013670165091753006,0.01399197243154049,0.027677664533257484
392,hybrid,0.09881591796875,0.024043254554271698,0.024043254554271698,0.032200731337070465,0.960706889629364,0.8182083368301392,1.1662755012512207,0.05601012706756592,0.029599325731396675,0.08968695998191833,0.004424025770276785,0.875,0.8125,25.737518310546875,2.4284656047821045,0.398236122922092,1.0,,,,0.030984370037913322,0.00824129767715931,0.024943001568317413
393,hybrid,0.13454201817512512,0.03343212231993675,0.03343212231993675,0.03531975299119949,1.1680195331573486,1.0416465997695923,2.0135884284973145,0.06695324927568436,0.06580042839050293,0.11711709201335907,0.002505438169464469,0.6875,0.625,18.8466796875,1.6874322891235352,0.3987428227534283,1.0,,,,0.010830764658749104,0.009757986292243004,0.027474969625473022
394,hybrid,0.10629542917013168,0.027833379805088043,0.027833379805088043,0.025830792263150215,1.3183485269546509,0.8276957273483276,1.3810924291610718,0.09226062148809433,0.03165978938341141,0.11092695593833923,0.008344363421201706,0.6875,0.8125,28.72809410095215,1.6090829372406006,0.3992472826312109,1.0,,,,0.009228721261024475,0.009751507081091404,0.025598106905817986
395,hybrid,0.09212295711040497,0.017198966816067696,0.017198966816067696,0.024992462247610092,1.1302800178527832,0.7400875091552734,1.4334793090820312,0.06411971151828766,0.03748176991939545,0.08970935642719269,0.004008947871625423,0.6875,0.875,25.825510025024414,0.9694392085075378,0.399749509642487,1.0,,,,0.007436738349497318,0.009180690161883831,0.023718785494565964
396,hybrid,0.11207591742277145,0.025222860276699066,0.025222860276699066,0.03089243918657303,1.312308430671692,0.8850201964378357,1.5371663570404053,0.06726652383804321,0.04811708256602287,0.15397194027900696,0.0026728794910013676,0.5625,0.8125,16.759605407714844,1.1957032680511475,0.4002495108803148,1.0,,,,0.029763206839561462,0.011864913627505302,0.034542351961135864
397,hybrid,0.10757684707641602,0.027427762746810913,0.027427762746810913,0.03130879998207092,1.2269446849822998,0.769630491733551,1.331113338470459,0.06205493211746216,0.10113188624382019,0.1566886603832245,0.0034061965998262167,0.625,0.9375,21.941120147705078,2.196233034133911,0.4007472934434142,1.0,,,,0.008616967126727104,0.009201137349009514,0.018557308241724968
398,hybrid,0.1932646632194519,0.06937801092863083,0.06937801092863083,0.07601913809776306,1.4055144786834717,0.8199108242988586,1.7081773281097412,0.07994656264781952,0.09823336452245712,0.13638420403003693,0.006506752222776413,0.5,0.75,25.569171905517578,3.2283241748809814,0.4012428644358196,1.0,,,,0.008848961442708969,0.0061314404010772705,0.01735634356737137
399,hybrid,0.10546875,0.023788854479789734,0.023788854479789734,0.0341559499502182,1.240822196006775,0.8082300424575806,1.2829768657684326,0.07270772010087967,0.06184075400233269,0.11575089395046234,0.003288736566901207,0.75,0.875,23.056190490722656,1.539189100265503,0.40173623096653643,1.0,,,,0.015127296559512615,0.011522024869918823,0.03788813576102257
400,hybrid,0.08811768144369125,0.01712636649608612,0.01712636649608612,0.024842068552970886,1.0653061866760254,0.7276028394699097,1.265142798423767,0.05893513932824135,0.020903097465634346,0.14523586630821228,0.0023961637634783983,0.6875,0.875,19.837535858154297,1.3963806629180908,0.4022274001492008,1.0,160.19366455078125,0.125,0.25,0.01548847183585167,0.007362776901572943,0.019918052479624748
401,hybrid,0.08832442760467529,0.013048846274614334,0.013048846274614334,0.01582600548863411,1.348745584487915,0.8787690997123718,1.5348429679870605,0.048056263476610184,0.052604496479034424,0.1142907664179802,0.0016146304551512003,0.4375,0.8125,13.55715560913086,1.2098329067230225,0.40271637910174163,1.0,,,,0.00964747741818428,0.01159648410975933,0.024411320686340332
402,hybrid,0.07747647911310196,0.01391563005745411,0.01391563005745411,0.016903633251786232,1.1749597787857056,0.6850643157958984,1.1876469850540161,0.06678367406129837,0.04094870015978813,0.11402583122253418,0.0038472635205835104,0.625,0.8125,24.404449462890625,1.6944668292999268,0.4032031749460475,1.0,,,,0.014506136998534203,0.01252255029976368,0.03594398871064186
403,hybrid,0.08231846243143082,0.020475929602980614,0.020475929602980614,0.017076728865504265,1.0976593494415283,0.7590245008468628,1.0721492767333984,0.0626317709684372,0.027731336653232574,0.0982494205236435,0.006126740016043186,0.8125,0.75,27.26646614074707,1.2153183221817017,0.4036877948076346,1.0,,,,0.010786416940391064,0.008749540895223618,0.025069240480661392
404,hybrid,0.11294347047805786,0.029971905052661896,0.029971905052661896,0.03270132839679718,1.4408103227615356,0.7341342568397522,1.4012417793273926,0.07254305481910706,0.07080575078725815,0.06124971807003021,0.006992165464907885,0.5625,0.75,32.44263458251953,1.7263966798782349,0.4041702458153186,1.0,,,,0.020437926054000854,0.008546845987439156,0.02645852044224739
405,hybrid,0.12605337798595428,0.03500756621360779,0.03500756621360779,0.03908209130167961,1.3088315725326538,0.856676459312439,1.5149879455566406,0.051595382392406464,0.03650597482919693,0.07718813419342041,0.002553539117798209,0.5625,0.75,19.071680068969727,1.6508581638336182,0.40465053510089055,1.0,,,,0.009421594440937042,0.010341204702854156,0.02936684899032116
406,hybrid,0.10001853108406067,0.02783476747572422,0.02783476747572422,0.02638932690024376,1.0055842399597168,0.6990991830825806,1.3344876766204834,0.05414493754506111,0.0572679378092289,0.11066120862960815,0.005117584951221943,0.8125,0.9375,28.367433547973633,1.4129844903945923,0.40512866979879414,1.0,,,,0.02522357739508152,0.008935815654695034,0.02686341665685177
407,hybrid,0.14081266522407532,0.04239726811647415,0.04239726811647415,0.04000384360551834,1.3590389490127563,0.8625233769416809,1.7726993560791016,0.06726141273975372,0.07013952732086182,0.14301139116287231,0.0054821474477648735,0.5625,0.8125,30.245725631713867,1.3577136993408203,0.40560465704580806,1.0,,,,0.007684587500989437,0.0077929189428687096,0.021128879860043526
408,hybrid,0.08619123697280884,0.012414585798978806,0.012414585798978806,0.015189016237854958,1.2594438791275024,0.8186684846878052,1.5869286060333252,0.05268842354416847,0.03469853475689888,0.12410400062799454,0.0052811624482274055,0.6875,0.8125,31.728622436523438,0.726205587387085,0.40607850398072887,1.0,,,,0.021268276497721672,0.01188473030924797,0.026401089504361153
409,hybrid,0.12400846183300018,0.041235484182834625,0.041235484182834625,0.03745748847723007,1.2122983932495117,0.739618182182312,1.2954561710357666,0.06147585064172745,0.0640764832496643,0.12271283566951752,0.005096918903291225,0.6875,0.75,27.806495666503906,1.7141650915145874,0.40655021774405975,1.0,,,,0.010665877722203732,0.010291213169693947,0.030107911676168442
410,hybrid,0.1324615627527237,0.046522125601768494,0.046522125601768494,0.040373750030994415,1.402703046798706,0.7150672674179077,1.298414707183838,0.06469431519508362,0.020418284460902214,0.09362390637397766,0.006597363855689764,0.5,0.8125,35.25786590576172,1.7841458320617676,0.4070198054777002,1.0,,,,0.026848990470170975,0.009699266403913498,0.03292768821120262
411,hybrid,0.10116460174322128,0.019014306366443634,0.019014306366443634,0.021059583872556686,1.265379786491394,0.8978027105331421,1.7029705047607422,0.06830666214227676,0.02558981254696846,0.12163567543029785,0.005035660695284605,0.5625,0.875,33.086524963378906,1.567777156829834,0.4074872743246397,1.0,,,,0.009376147761940956,0.007958585396409035,0.030018026009202003
412,hybrid,0.07383346557617188,0.008936725556850433,0.008936725556850433,0.01502177119255066,1.2452279329299927,0.6994972229003906,1.2913408279418945,0.064094178378582,0.023796208202838898,0.09213960915803909,0.005228807218372822,0.625,0.9375,31.81167984008789,1.0005148649215698,0.4079526314286539,1.0,,,,0.013185492716729641,0.012012018822133541,0.028994698077440262
413,hybrid,0.10772053897380829,0.030707208439707756,0.030707208439707756,0.03669220581650734,1.3764077425003052,0.630969226360321,1.0851147174835205,0.06795083731412888,0.04564988613128662,0.08397171646356583,0.007006960920989513,0.625,0.8125,35.803646087646484,3.2129101753234863,0.4084158839340052,1.0,,,,0.01366852130740881,0.006627323105931282,0.027782782912254333
414,hybrid,0.14353257417678833,0.04706509783864021,0.04706509783864021,0.04539593681693077,1.1423826217651367,0.7835508584976196,1.6045842170715332,0.04619249328970909,0.17359331250190735,0.21347683668136597,0.0028974199667572975,0.625,0.875,22.49758529663086,2.5300190448760986,0.4088770389851438,1.0,,,,0.0042702024802565575,0.00738180335611105,0.01774272322654724
415,hybrid,0.10143657773733139,0.024394631385803223,0.024394631385803223,0.019670553505420685,1.3183679580688477,0.7490848302841187,1.6247817277908325,0.06521479040384293,0.05687861517071724,0.10170503705739975,0.005037365481257439,0.5625,0.875,29.308177947998047,1.8504538536071777,0.4093361037264148,1.0,,,,0.008626013994216919,0.0072900052182376385,0.024227144196629524
416,hybrid,0.10589960217475891,0.028906501829624176,0.028906501829624176,0.029247809201478958,1.135191559791565,0.8370099067687988,1.2675085067749023,0.06696400791406631,0.02630363218486309,0.11480064690113068,0.006159631535410881,0.6875,0.6875,30.76895523071289,1.8443915843963623,0.4097930853017654,1.0,,,,0.009172448888421059,0.007663697469979525,0.028087913990020752
417,hybrid,0.09975224733352661,0.023405611515045166,0.023405611515045166,0.02091236785054207,1.0704386234283447,0.8505091667175293,1.5596694946289062,0.06802494078874588,0.02893492951989174,0.12692895531654358,0.0030759000219404697,0.5625,0.75,23.51250457763672,1.1307355165481567,0.4102479908544576,1.0,,,,0.01908804476261139,0.008904685266315937,0.031131796538829803
418,hybrid,0.17210501432418823,0.05468443036079407,0.05468443036079407,0.06432073563337326,1.1666803359985352,0.8378739356994629,1.9247491359710693,0.0639125183224678,0.1498139649629593,0.11916188895702362,0.005283540114760399,0.6875,0.75,29.292198181152344,2.50034761428833,0.41070082752678183,1.0,,,,0.00336275203153491,0.006346476264297962,0.021937184035778046
419,hybrid,0.1049913614988327,0.022737784311175346,0.022737784311175346,0.03271736577153206,1.6491378545761108,0.7530458569526672,1.236944556236267,0.0648273229598999,0.07385905086994171,0.07304007560014725,0.005277669057250023,0.3125,0.8125,30.193737030029297,2.2517826557159424,0.4111516024597752,1.0,,,,0.011652423068881035,0.006544788368046284,0.023589618504047394
420,hybrid,0.09127791225910187,0.014729341492056847,0.014729341492056847,0.019689399749040604,1.0930721759796143,0.8522703647613525,1.612579107284546,0.04246658459305763,0.03663424402475357,0.11580631881952286,0.0024721724912524223,0.6875,0.75,22.211021423339844,1.216259479522705,0.4116003227929417,1.0,,,,0.00928513240069151,0.007468310184776783,0.027374157682061195
421,hybrid,0.08759630471467972,0.010667560622096062,0.010667560622096062,0.01969202794134617,1.4061100482940674,0.7683780789375305,1.552361011505127,0.06053760647773743,0.05680396407842636,0.1096566915512085,0.005691602360457182,0.5,0.8125,29.96479034423828,0.8638231754302979,0.41204699566397474,1.0,,,,0.006990478374063969,0.005493607372045517,0.018231671303510666
422,hybrid,0.084740050137043,0.023990048095583916,0.023990048095583916,0.022257747128605843,1.1451541185379028,0.656747579574585,0.8846650123596191,0.050853949040174484,0.08268629759550095,0.11086900532245636,0.005080142989754677,0.6875,0.875,28.426851272583008,1.0696489810943604,0.41249162820848506,1.0,,,,0.0059758760035037994,0.008351678028702736,0.031026840209960938
423,hybrid,0.09901651740074158,0.016065364703536034,0.016065364703536034,0.01902160421013832,1.1818903684616089,0.993703305721283,1.7801358699798584,0.05730129033327103,0.06310677528381348,0.07867487519979477,0.004766721744090319,0.75,0.6875,29.043128967285156,0.8133129477500916,0.41293422755972864,1.0,,,,0.00997530110180378,0.006727525498718023,0.02244376763701439
424,hybrid,0.08046314865350723,0.020836640149354935,0.020836640149354935,0.025149419903755188,1.1130753755569458,0.6185448169708252,0.7921885251998901,0.07351593673229218,0.06372551620006561,0.0732467770576477,0.0035074949264526367,0.8125,0.9375,25.768672943115234,1.584768295288086,0.4133748008483401,1.0,,,,0.013981787487864494,0.006549871526658535,0.022408563643693924
425,hybrid,0.1194053441286087,0.03482718765735626,0.03482718765735626,0.03876246511936188,1.0795016288757324,0.6632884740829468,1.484269380569458,0.06306181848049164,0.046117041260004044,0.12139833718538284,0.0025620823726058006,0.75,0.875,21.127716064453125,1.705990195274353,0.41381335520206575,1.0,143.5500946044922,0.25,0.25,0.008946916088461876,0.006819379981607199,0.023122048005461693
