iteration,method,total_loss,query_loss,L_T,L_GY,L_G,L_S,L_R,L_C,L_O,L_delta,general_domain_accuracy_batch,specific_domain_accuracy_batch,mean_absolute_specific_residual,outer_gradient_norm,grl_strength,source_validation_mae_cycles,source_validation_general_domain_accuracy,source_validation_specific_domain_accuracy,support_loss,inner_update_specific_encoder,inner_update_general_head
165,hybrid,0.38319388031959534,0.12837380170822144,0.12837380170822144,0.12796126306056976,2.0107598304748535,1.778143286705017,0.1164972186088562,0.022851889953017235,6.651824514847249e-05,0.00014839289360679686,0.125,0.375,5.779945373535156,1.156693696975708,0.5005202111902354,,,,0.08993147313594818,0.0004249072226230055,0.006189652718603611
166,hybrid,0.26778513193130493,0.060956381261348724,0.060956381261348724,0.06296209990978241,1.6809943914413452,1.756461262702942,0.14153283834457397,0.20574627816677094,0.0001245558523805812,0.0008729647379368544,0.375,0.375,9.66529655456543,1.0573649406433105,0.5030143058641781,,,,0.3116718530654907,0.0007060315110720694,0.019851241260766983
167,hybrid,0.4613150358200073,0.179519921541214,0.179519921541214,0.18353280425071716,1.7132234573364258,2.0098445415496826,0.1559532880783081,0.23139141499996185,8.322590292664245e-05,0.0010543325915932655,0.125,0.125,10.45168685913086,0.9679370522499084,0.5055000508004968,,,,0.27092644572257996,0.0010610197205096483,0.01830393821001053
168,hybrid,0.3808017373085022,0.13984394073486328,0.13984394073486328,0.13372953236103058,1.9189138412475586,1.4835412502288818,0.1341574341058731,0.2626556158065796,0.00013047864194959402,0.0008447589934803545,0.25,0.5,8.174696922302246,1.916493535041809,0.5079774328978963,,,,0.21827906370162964,0.0018865956226363778,0.01778547093272209
169,hybrid,0.2877192795276642,0.05543671175837517,0.05543671175837517,0.04819118231534958,2.082791328430176,2.039553642272949,0.12724407017230988,0.07953274250030518,7.542617822764441e-05,0.0012340799439698458,0.25,0.125,12.983320236206055,1.9777357578277588,0.5104464395135142,,,,0.2737885117530823,0.0014837976777926087,0.01503786537796259
170,hybrid,0.49065834283828735,0.2041936218738556,0.2041936218738556,0.21681855618953705,1.8908629417419434,1.6333781480789185,0.1561422348022461,0.028031310066580772,7.086044934112579e-05,0.0008849608711898327,0.125,0.375,11.465324401855469,2.032095432281494,0.5129070584608086,,,,0.09835057705640793,0.0012859775451943278,0.009196113795042038
171,hybrid,0.6519864797592163,0.2924794852733612,0.2924794852733612,0.2883930802345276,2.105029821395874,2.053828477859497,0.15295688807964325,0.5836817622184753,7.497526530642062e-05,0.0003679074579849839,0.25,0.25,9.218158721923828,2.253419876098633,0.5153592780074099,,,,0.08456584811210632,0.0006921447347849607,0.008251644670963287
172,hybrid,0.7941461205482483,0.39299726486206055,0.39299726486206055,0.40563642978668213,2.0408992767333984,1.6729176044464111,0.16913366317749023,1.0946485996246338,0.0001381976471748203,0.0005797866033390164,0.25,0.5,10.371208190917969,1.6770349740982056,0.5178030868729364,,,,0.07617739588022232,0.0008194559486582875,0.008813008666038513
173,hybrid,0.5751821994781494,0.25769227743148804,0.25769227743148804,0.24630871415138245,1.9677131175994873,1.8817497491836548,0.15351493656635284,0.03253943845629692,0.00014333263970911503,0.0003921422176063061,0.25,0.25,9.558370590209961,1.8749793767929077,0.5202384742267743,,,,0.05454009771347046,0.00041308297659270465,0.009606284089386463
174,hybrid,0.5101421475410461,0.21706685423851013,0.21706685423851013,0.21405529975891113,1.9600876569747925,1.7336337566375732,0.11710567027330399,0.01878933236002922,0.00010704054875532165,0.001619969611056149,0.125,0.125,16.732666015625,1.4048657417297363,0.5226654296858209,,,,0.3497304320335388,0.002160297706723213,0.01596064679324627
175,hybrid,0.60338294506073,0.2635537385940552,0.2635537385940552,0.27668535709381104,1.9629095792770386,1.996809720993042,0.21310731768608093,0.1367924064397812,9.39352685236372e-05,0.000651070848107338,0.125,0.125,10.779762268066406,2.4677743911743164,0.525083943312195,323.6371154785156,0.2222222222222222,0.2222222222222222,0.16885873675346375,0.000530155492015183,0.013379300013184547
176,hybrid,0.3461292088031769,0.1075654923915863,0.1075654923915863,0.10700567066669464,1.9701381921768188,1.6572777032852173,0.17452701926231384,0.19432386755943298,9.780084656085819e-05,0.0005566825857385993,0.25,0.25,9.734636306762695,1.1555005311965942,0.5274940056109125,,,,0.1726359724998474,0.0013815247220918536,0.015501418150961399
177,hybrid,0.538199245929718,0.22064486145973206,0.22064486145973206,0.22953669726848602,2.2046337127685547,1.7923460006713867,0.21687093377113342,0.0766746997833252,8.541226998204365e-05,0.0007028200780041516,0.125,0.375,9.937887191772461,0.9360445737838745,0.5298956075275294,,,,0.0697181448340416,0.0005097684916108847,0.008284153416752815
178,hybrid,0.45367342233657837,0.1807408332824707,0.1807408332824707,0.18062499165534973,1.8992230892181396,1.7119197845458984,0.15638823807239532,0.0497807078063488,8.122637518681586e-05,0.00044693678501062095,0.25,0.25,7.478453636169434,1.032858967781067,0.5322887404457524,,,,0.18365514278411865,0.0017109275795519352,0.01417804230004549
179,hybrid,0.5097824335098267,0.2280806601047516,0.2280806601047516,0.21864941716194153,1.758946418762207,1.638566017150879,0.17163221538066864,0.07830619066953659,7.816103607183322e-05,0.0012252965243533254,0.375,0.375,14.058537483215332,1.2481040954589844,0.5346733961850165,,,,0.22400468587875366,0.0018459516577422619,0.018072888255119324
180,hybrid,0.51957768201828,0.22559762001037598,0.22559762001037598,0.2219792753458023,1.8339914083480835,1.790894865989685,0.17014577984809875,0.004260455723851919,0.0001482900115661323,0.0005405646516010165,0.0,0.25,7.550732135772705,2.802799940109253,0.5370495669980351,,,,0.14020739495754242,0.0013788401847705245,0.015108905732631683
181,hybrid,0.6100876927375793,0.2703480124473572,0.2703480124473572,0.269721657037735,2.248319387435913,1.7619391679763794,0.19449558854103088,0.24200907349586487,7.121499947970733e-05,0.00016003157361410558,0.125,0.375,5.300694465637207,1.5531678199768066,0.5394172455683162,,,,0.10577382147312164,0.0008943586144596338,0.012544773519039154
182,hybrid,0.435665100812912,0.16987408697605133,0.16987408697605133,0.18093529343605042,1.8790310621261597,1.5897185802459717,0.17674288153648376,0.011767362244427204,4.6435685362666845e-05,0.00031786970794200897,0.25,0.25,6.427033424377441,1.2750121355056763,0.5417764250076496,,,,0.12727363407611847,0.0010712726507335901,0.01640120893716812
183,hybrid,0.4439586102962494,0.18012720346450806,0.18012720346450806,0.17535945773124695,1.8714548349380493,1.6172676086425781,0.17002038657665253,0.0014334616716951132,8.511642954545096e-05,0.00015637271280866116,0.375,0.5,4.849724292755127,1.228775978088379,0.5441270988535674,,,,0.05619380623102188,0.0013937256298959255,0.008871308527886868
184,hybrid,0.6391375064849854,0.2938641905784607,0.2938641905784607,0.3083488941192627,2.1540350914001465,1.6190177202224731,0.2435774952173233,0.0008393057505600154,0.00014739992911927402,0.0004926185356453061,0.0,0.25,8.919083595275879,0.9440282583236694,0.5464692610667758,,,,0.11518515646457672,0.000789615442045033,0.013091953471302986
185,hybrid,0.4423506259918213,0.15888094902038574,0.15888094902038574,0.16598929464817047,2.1354668140411377,1.8281502723693848,0.22034461796283722,0.008940327912569046,8.764230733504519e-05,0.00046356525854207575,0.375,0.0,8.186065673828125,1.683014988899231,0.5488029060285571,,,,0.12372259795665741,0.000984196551144123,0.008990446105599403
186,hybrid,0.6834079027175903,0.3135020434856415,0.3135020434856415,0.32842713594436646,1.940037727355957,1.8902931213378906,0.17418088018894196,1.2432258129119873,4.086927947355434e-05,0.001201789127662778,0.125,0.125,12.136378288269043,2.3386781215667725,0.5511280285381468,,,,0.18291431665420532,0.002209504134953022,0.016786755993962288
187,hybrid,0.3951948881149292,0.1402783840894699,0.1402783840894699,0.1338825225830078,1.9756277799606323,1.7477266788482666,0.17980355024337769,0.0008209363440982997,8.312136924359947e-05,0.0004414584836922586,0.5,0.25,8.74051284790039,1.5107954740524292,0.5534446238100856,,,,0.21215708553791046,0.0021991156972944736,0.01271461695432663
188,hybrid,0.5109085440635681,0.20861706137657166,0.20861706137657166,0.20543912053108215,2.074927568435669,1.799480676651001,0.14882181584835052,0.43617627024650574,5.713060454581864e-05,0.0009749563760124147,0.125,0.25,11.913137435913086,2.341235876083374,0.5557526874715446,,,,0.3754776120185852,0.008111326023936272,0.01936018280684948
189,hybrid,0.33253565430641174,0.09964986890554428,0.09964986890554428,0.09796148538589478,1.9924145936965942,1.6387667655944824,0.11529561132192612,0.11920802295207977,5.9797821450047195e-05,0.00029048090800642967,0.25,0.5,7.474020957946777,1.7752230167388916,0.5580522155596244,,,,0.23653589189052582,0.004098527133464813,0.016929659992456436
190,hybrid,0.42104798555374146,0.15240010619163513,0.15240010619163513,0.160055011510849,1.9926238059997559,1.740149736404419,0.186862513422966,0.011171814054250717,0.00010641785047482699,0.00027277940534986556,0.5,0.125,7.4475483894348145,1.0674909353256226,0.560343204518635,,,,0.013296744786202908,0.0003948611847590655,0.005459007807075977
191,hybrid,0.22453433275222778,0.04442815110087395,0.04442815110087395,0.040220361202955246,1.7793363332748413,1.393843173980713,0.10911454260349274,0.024500641971826553,5.4886510042706504e-05,0.0003126524679828435,0.5,0.5,7.172711372375488,1.7878432273864746,0.5626256511973471,,,,0.23686978220939636,0.004171739798039198,0.013296887278556824
192,hybrid,0.49912744760513306,0.21481725573539734,0.21481725573539734,0.21329987049102783,1.836348533630371,1.6834367513656616,0.16484391689300537,0.0019070039270445704,7.855301373638213e-05,0.0026990233454853296,0.25,0.5,19.518022537231445,1.639219880104065,0.5648995528462248,,,,0.07348891347646713,0.002443065168336034,0.006623425520956516
193,hybrid,0.43298742175102234,0.18717727065086365,0.18717727065086365,0.1678546518087387,1.581117033958435,1.5901763439178467,0.13464562594890594,0.19677291810512543,0.00010294673847965896,0.002915862714871764,0.375,0.375,16.108613967895508,1.5538060665130615,0.5671649071146334,,,,0.03430675342679024,0.0003773037751670927,0.009934257715940475
194,hybrid,0.7458242774009705,0.3642987608909607,0.3642987608909607,0.38469183444976807,2.0147340297698975,1.5690985918045044,0.15594708919525146,0.842254638671875,5.756714381277561e-05,0.005379827227443457,0.25,0.375,28.90369987487793,2.7505319118499756,0.5694217120480267,,,,0.13796325027942657,0.004728170111775398,0.011755164712667465
195,hybrid,0.4038715660572052,0.14019088447093964,0.14019088447093964,0.1783895492553711,1.898254632949829,1.5605026483535767,0.1421758234500885,0.012187264859676361,9.447855700273067e-05,0.0034997500479221344,0.25,0.5,17.96875762939453,1.2495204210281372,0.5716699660851172,,,,0.05925334617495537,0.0020923500414937735,0.0071601285599172115
196,hybrid,0.43912771344184875,0.17414799332618713,0.17414799332618713,0.17307214438915253,1.9863481521606445,1.53059720993042,0.16101354360580444,0.09779533743858337,4.5675849833060056e-05,0.007827693596482277,0.375,0.5,36.432701110839844,1.1960821151733398,0.5739096680550211,,,,0.24698741734027863,0.00242143077775836,0.010689320042729378
197,hybrid,0.34351980686187744,0.10454244911670685,0.10454244911670685,0.10672754049301147,1.8529107570648193,1.7934256792068481,0.13138878345489502,0.19818620383739471,8.16970132291317e-05,0.00021140192984603345,0.25,0.25,6.947564601898193,1.6822493076324463,0.5761408171743869,,,,0.10544846951961517,0.0037973388098180294,0.012097523547708988
198,hybrid,0.5352064967155457,0.22179406881332397,0.22179406881332397,0.2685726284980774,1.7820770740509033,1.7668261528015137,0.15099959075450897,0.016499266028404236,0.00010221140837529674,0.004923075437545776,0.125,0.25,23.478914260864258,2.8487367630004883,0.5783634130445059,,,,0.12131684273481369,0.003911086358129978,0.006797473877668381
199,hybrid,0.5937983393669128,0.26446545124053955,0.26446545124053955,0.29042571783065796,1.9621267318725586,1.6734142303466797,0.20830118656158447,0.025151768699288368,5.5748329032212496e-05,0.007868943735957146,0.25,0.25,30.516883850097656,2.333500623703003,0.5805774556484025,,,,0.05670101195573807,0.0016948378179222345,0.007151595316827297
200,hybrid,0.3600083887577057,0.1231902614235878,0.1231902614235878,0.12736952304840088,1.966015100479126,1.465637445449829,0.15310920774936676,0.0015127250226214528,6.686223787255585e-05,0.0038376355078071356,0.125,0.5,18.21226692199707,1.3974063396453857,0.5827829453479101,318.2662353515625,0.2222222222222222,0.2222222222222222,0.1991056352853775,0.0046191043220460415,0.017585162073373795
201,hybrid,0.4968319833278656,0.18587836623191833,0.18587836623191833,0.18642476201057434,2.134243965148926,2.0690765380859375,0.16454273462295532,0.5922930836677551,4.943789463141002e-05,0.006322176661342382,0.25,0.125,22.188133239746094,1.9978615045547485,0.5849798828807289,,,,0.32122814655303955,0.012441652826964855,0.01935136318206787
202,hybrid,0.3339211046695709,0.1036606878042221,0.1036606878042221,0.09103326499462128,1.7903138399124146,1.8095173835754395,0.190313458442688,0.2844032049179077,8.918081584852189e-05,0.004180746152997017,0.25,0.375,21.169036865234375,1.3657442331314087,0.5871682693574665,,,,0.3025551736354828,0.007138922810554504,0.020258445292711258
203,hybrid,0.3007555902004242,0.07037031650543213,0.07037031650543213,0.0739806517958641,2.196256160736084,1.6096820831298828,0.16647092998027802,0.14323927462100983,4.675325908465311e-05,0.0004812206025235355,0.25,0.625,9.878580093383789,1.3061892986297607,0.5893481062586656,,,,0.06875243037939072,0.004580083303153515,0.009982970543205738
204,hybrid,0.33686381578445435,0.11281773447990417,0.11281773447990417,0.10956063866615295,1.8528071641921997,1.4662162065505981,0.14666587114334106,0.18471334874629974,2.801759728754405e-05,0.0004974940093234181,0.5,0.25,10.457624435424805,1.35483980178833,0.5915193954318165,,,,0.20351028442382812,0.003344115801155567,0.0126613425090909
205,hybrid,0.421843558549881,0.16863271594047546,0.16863271594047546,0.17264045774936676,1.721116304397583,1.5765975713729858,0.15788260102272034,0.042483896017074585,6.68771390337497e-05,0.0005929212784394622,0.5,0.5,9.871126174926758,2.247356653213501,0.5936821390883531,,,,0.21962492167949677,0.002876446582376957,0.01454122643917799
206,hybrid,0.6518844366073608,0.28680849075317383,0.28680849075317383,0.32720091938972473,2.1859195232391357,1.7979592084884644,0.1699775606393814,0.057633887976408005,8.443675324087963e-05,0.0046039908193051815,0.125,0.25,21.60529327392578,1.572812557220459,0.5958363398006401,,,,0.09898550808429718,0.0037191533483564854,0.009814286604523659
207,hybrid,0.38229086995124817,0.1482183188199997,0.1482183188199997,0.15025797486305237,1.6914217472076416,1.4439616203308105,0.14239439368247986,0.07420416921377182,0.00011495281796669587,0.007208220195025206,0.5,0.375,33.03594970703125,1.1801578998565674,0.5979820004989413,,,,0.1955886036157608,0.005526386201381683,0.012629237025976181
208,hybrid,0.3738102316856384,0.12019763886928558,0.12019763886928558,0.13557884097099304,1.8296395540237427,1.8218863010406494,0.1434689462184906,0.18086707592010498,4.516932676779106e-05,0.0030747591517865658,0.0,0.125,18.684412002563477,1.172228455543518,0.6001191244683823,,,,0.08188096433877945,0.002550991252064705,0.008147936314344406
209,hybrid,0.3189868628978729,0.10234573483467102,0.10234573483467102,0.10352182388305664,1.7603546380996704,1.4508640766143799,0.12861579656600952,0.3012346923351288,8.771267312113196e-05,0.019916236400604248,0.25,0.375,51.217857360839844,1.6035722494125366,0.6022477153458965,,,,0.14761286973953247,0.004577527288347483,0.009507731534540653
210,hybrid,0.4783254563808441,0.17446038126945496,0.17446038126945496,0.197243332862854,2.002011775970459,2.0177419185638428,0.10224147140979767,0.3228802978992462,0.00014492796617560089,0.0030115232802927494,0.125,0.125,18.933870315551758,1.4599688053131104,0.6043677771171636,,,,0.19294582307338715,0.009602049365639687,0.014951702207326889
211,hybrid,0.6811581254005432,0.3505561053752899,0.3505561053752899,0.24332307279109955,2.067986488342285,2.0575673580169678,0.18108879029750824,0.0838017612695694,4.667191387852654e-05,0.013330278918147087,0.25,0.125,45.63082504272461,4.861456394195557,0.6064793141135341,,,,0.10929711908102036,0.004729324486106634,0.01179413590580225
212,hybrid,0.4567529857158661,0.1788560450077057,0.1788560450077057,0.21639198064804077,1.767920970916748,1.4722583293914795,0.14412511885166168,0.6243405938148499,8.044570859055966e-05,0.006514968350529671,0.125,0.25,27.61608123779297,1.9822546243667603,0.6085823310089487,,,,0.02237515151500702,0.002833948004990816,0.005768503528088331
213,hybrid,0.34765881299972534,0.11609114706516266,0.11609114706516266,0.1029297262430191,2.1081109046936035,1.4601531028747559,0.16289056837558746,0.00542470533400774,3.0108067221590318e-05,0.006162817124277353,0.125,0.5,26.256549835205078,1.1212183237075806,0.6106768328168442,,,,0.16015854477882385,0.007641973439604044,0.01156335324048996
214,hybrid,0.330917090177536,0.09164153784513474,0.09164153784513474,0.08331731706857681,1.9978471994400024,1.9130457639694214,0.15543076395988464,0.0515969879925251,0.00015832413919270039,0.00039938639383763075,0.375,0.375,7.117055416107178,0.7266477942466736,0.6127628248870536,,,,0.09424450248479843,0.003968706354498863,0.0077578346244990826
215,hybrid,0.37358254194259644,0.1297052949666977,0.1297052949666977,0.1335429549217224,1.8405927419662476,1.626432180404663,0.12315553426742554,0.2521892488002777,9.440240683034062e-05,7.76407468947582e-05,0.0,0.25,3.8959178924560547,0.5665697455406189,0.6148403129026969,,,,0.09002908319234848,0.002286421600729227,0.011915892362594604
216,hybrid,0.34356755018234253,0.11551743000745773,0.11551743000745773,0.12897181510925293,1.8006374835968018,1.433518886566162,0.13834762573242188,0.047121528536081314,6.925830530235544e-05,0.0010235761292278767,0.125,0.5,11.319253921508789,1.623812198638916,0.6169093028770651,,,,0.21880143880844116,0.006066268775612116,0.013136075809597969
217,hybrid,0.431158185005188,0.17266671359539032,0.17266671359539032,0.1903252750635147,1.8617525100708008,1.3595315217971802,0.18460802733898163,0.04163656383752823,4.385907232062891e-05,0.0017296213191002607,0.25,0.5,16.659313201904297,1.9840655326843262,0.6189698011504967,,,,0.11349322646856308,0.0040847016498446465,0.00878185871988535
218,hybrid,0.4889783263206482,0.2095513939857483,0.2095513939857483,0.20614215731620789,1.9440221786499023,1.555964708328247,0.10930949449539185,0.026200078427791595,6.875640247017145e-05,0.000721515214536339,0.375,0.25,10.60024356842041,1.424142599105835,0.6210218143872486,,,,0.06948783248662949,0.0024417019449174404,0.009263339452445507
219,hybrid,0.44324061274528503,0.17107215523719788,0.17107215523719788,0.19786691665649414,1.7641065120697021,1.5930699110031128,0.1843443214893341,0.3528858423233032,7.582898251712322e-05,0.0030975511763244867,0.375,0.375,14.436871528625488,2.3273842334747314,0.623065349572361,,,,0.09501461684703827,0.0011472584446892142,0.010392338037490845
220,hybrid,0.7225554585456848,0.354067862033844,0.354067862033844,0.386328786611557,1.8752769231796265,1.5428731441497803,0.15007802844047546,0.29082241654396057,6.852444494143128e-05,0.006032942794263363,0.5,0.5,22.182357788085938,3.1864068508148193,0.6251004140085177,,,,0.17900779843330383,0.007845768705010414,0.01376701332628727
221,hybrid,0.3287791907787323,0.09740162640810013,0.09740162640810013,0.09951549023389816,2.005657434463501,1.6010570526123047,0.09929434955120087,0.028988204896450043,0.00010923813533736393,0.00015569388051517308,0.25,0.5,5.184211730957031,1.469135046005249,0.6271270153128992,,,,0.10422645509243011,0.002343937288969755,0.011321362107992172
222,hybrid,0.48713016510009766,0.20068824291229248,0.20068824291229248,0.25367027521133423,1.568202018737793,1.5276284217834473,0.14179766178131104,0.3391071856021881,6.535080319736153e-05,0.005561172496527433,0.75,0.375,19.067005157470703,2.572230100631714,0.6291451614140355,,,,0.06904908269643784,0.002251925878226757,0.009185339324176311
223,hybrid,0.43043088912963867,0.18478041887283325,0.18478041887283325,0.1494179368019104,1.7659339904785156,1.6162772178649902,0.14411911368370056,0.03798222169280052,8.470279863104224e-05,0.009091073647141457,0.375,0.25,37.736331939697266,2.200456380844116,0.6311548605486539,,,,0.1595449596643448,0.005052295047789812,0.017399536445736885
224,hybrid,0.7149590253829956,0.3593597710132599,0.3593597710132599,0.32978564500808716,2.0260424613952637,1.754169225692749,0.11447208374738693,0.054091863334178925,0.00015133086708374321,0.008717670105397701,0.375,0.375,32.12969207763672,2.5707554817199707,0.633156121258521,,,,0.20208552479743958,0.00741953868418932,0.010376782156527042
225,hybrid,0.3538062274456024,0.12786267697811127,0.12786267697811127,0.07175254076719284,1.8506486415863037,1.9217636585235596,0.10894741863012314,0.03459861874580383,8.86282796273008e-05,0.01029376033693552,0.25,0.25,30.405149459838867,2.3391542434692383,0.6351489523872873,363.8085021972656,0.3333333333333333,0.2222222222222222,0.20575875043869019,0.005011900793761015,0.018548008054494858
226,hybrid,0.5718726515769958,0.2593359649181366,0.2593359649181366,0.20922516286373138,2.0454349517822266,1.9825619459152222,0.16820165514945984,0.4830363094806671,8.132516813930124e-05,0.01102179754525423,0.125,0.125,33.27361297607422,3.838019847869873,0.6371333630773248,,,,0.09117916226387024,0.0014882961986586452,0.010680101811885834
227,hybrid,0.5251297950744629,0.236626535654068,0.236626535654068,0.24138055741786957,1.7463905811309814,1.5725491046905518,0.1246146634221077,0.060974445194005966,0.00010821053729159757,0.009025463834404945,0.25,0.25,31.998178482055664,1.2299399375915527,0.6391093627665674,,,,0.13805265724658966,0.002903191139921546,0.013218888081610203
228,hybrid,0.39430469274520874,0.1489640772342682,0.1489640772342682,0.14270028471946716,1.9294084310531616,1.5081019401550293,0.1954362541437149,0.015830837190151215,5.1326707762200385e-05,0.0017559692496433854,0.375,0.5,11.863970756530762,1.4983257055282593,0.6410769611853466,,,,0.1121072992682457,0.0012883872259408236,0.009543255902826786
229,hybrid,0.33071237802505493,0.10453251004219055,0.10453251004219055,0.10829029977321625,1.654125690460205,1.7091121673583984,0.13072723150253296,0.25639790296554565,7.286715845111758e-05,0.0008480262476950884,0.375,0.375,11.86422061920166,1.4375346899032593,0.6430361683532284,,,,0.18610069155693054,0.004504992626607418,0.016996629536151886
230,hybrid,0.31379538774490356,0.09835385531187057,0.09835385531187057,0.0946311503648758,1.686063528060913,1.6464109420776367,0.1356772780418396,0.014409319497644901,7.833712152205408e-05,0.0005838427459821105,0.5,0.25,10.342548370361328,1.200392723083496,0.6449869945758524,,,,0.16758842766284943,0.001332370564341545,0.012233474291861057
231,hybrid,0.6271475553512573,0.29478442668914795,0.29478442668914795,0.27973660826683044,2.044900417327881,1.732907772064209,0.23237350583076477,0.1279882937669754,3.8857026083860546e-05,0.00033493712544441223,0.5,0.5,7.896829128265381,3.059861183166504,0.6469294504417666,,,,0.0671534389257431,0.0006262798560783267,0.006687276531010866
232,hybrid,0.24448126554489136,0.05103371664881706,0.05103371664881706,0.04415080323815346,1.916934847831726,1.476973056793213,0.10255645960569382,0.0649881511926651,4.181517579127103e-05,0.0008813286549411714,0.25,0.375,13.02991771697998,1.0479092597961426,0.6488635468192672,,,,0.1750165969133377,0.0013999419752508402,0.01488028559833765
233,hybrid,0.32562345266342163,0.12316886335611343,0.12316886335611343,0.1285991221666336,1.5258712768554688,1.212357997894287,0.11874283850193024,0.0054172370582818985,7.094394823070616e-05,0.0012445761822164059,0.625,0.375,15.462423324584961,1.385213017463684,0.6507892948532372,,,,0.23126757144927979,0.0011207913048565388,0.018317043781280518
234,hybrid,0.5829817652702332,0.2654796540737152,0.2654796540737152,0.2543637752532959,1.9638086557388306,1.7948269844055176,0.16490714251995087,0.07387832552194595,1.726857226458378e-05,0.00036100935540162027,0.25,0.375,8.386678695678711,2.387657880783081,0.65270670596199,,,,0.09262053668498993,0.0006525322096422315,0.009122036397457123
235,hybrid,0.42390158772468567,0.17337805032730103,0.17337805032730103,0.17486029863357544,1.8103392124176025,1.3919882774353027,0.16814763844013214,0.12943504750728607,7.630279287695885e-05,0.0004273164668120444,0.0,0.375,10.036187171936035,1.161435604095459,0.6546157918341109,,,,0.14483609795570374,0.0010720749851316214,0.01880507916212082
236,hybrid,0.3309728503227234,0.10473030060529709,0.10473030060529709,0.10637928545475006,1.8354963064193726,1.5910543203353882,0.12666890025138855,0.04579247534275055,5.459453313960694e-05,0.0002410999732092023,0.25,0.25,6.883457183837891,1.3036994934082031,0.6565165644253061,,,,0.1464809626340866,0.0012014193926006556,0.017652874812483788
237,hybrid,0.5126708745956421,0.21732796728610992,0.21732796728610992,0.22432316839694977,2.0475637912750244,1.5381150245666504,0.09540220350027084,0.2941955626010895,9.179275366477668e-05,0.0004663252620957792,0.25,0.5,8.858211517333984,2.1643919944763184,0.6584090359552512,,,,0.04360687732696533,0.0006269376026466489,0.009607002139091492
238,hybrid,0.3825954496860504,0.12848734855651855,0.12848734855651855,0.1247720867395401,2.227473735809326,1.5643565654754639,0.18157421052455902,0.031364183872938156,8.952441567089409e-05,0.00027397257508710027,0.125,0.5,6.309525966644287,1.4098892211914062,0.6602932189044453,,,,0.18482157588005066,0.0009749794262461364,0.017515113577246666
239,hybrid,0.3469705581665039,0.11441148817539215,0.11441148817539215,0.11470305174589157,1.9023947715759277,1.5357139110565186,0.22547346353530884,0.10464002937078476,9.387209865963086e-05,6.438564014388248e-05,0.25,0.375,3.479923725128174,0.823997437953949,0.6621691260110696,,,,0.10896598547697067,0.0006281021051108837,0.010832751169800758
240,hybrid,0.40885037183761597,0.15615247189998627,0.15615247189998627,0.158344566822052,1.6691937446594238,1.7230701446533203,0.11649241298437119,0.2746330201625824,9.86313316388987e-05,0.00018004607409238815,0.375,0.125,6.010180473327637,1.155263900756836,0.6640367702678489,,,,0.17514339089393616,0.0004830645921174437,0.012755680829286575
241,hybrid,0.44007471203804016,0.18057304620742798,0.18057304620742798,0.18390031158924103,1.8832411766052246,1.3440192937850952,0.182785764336586,0.43591582775115967,0.000115656599518843,0.00028378592105582356,0.375,0.375,7.297097206115723,4.230404376983643,0.6658961649189188,,,,0.24527107179164886,0.0012836685637012124,0.017080534249544144
242,hybrid,0.44217127561569214,0.17919445037841797,0.17919445037841797,0.18503035604953766,1.8350520133972168,1.5298795700073242,0.11412464082241058,0.1072564646601677,3.864504469675012e-05,0.0009029320208355784,0.375,0.375,10.435883522033691,2.0447678565979004,0.6677473234566988,,,,0.1166861355304718,0.0011449935846030712,0.013361157849431038
243,hybrid,0.40342214703559875,0.13368229568004608,0.13368229568004608,0.13713759183883667,1.9285995960235596,1.9470856189727783,0.14278839528560638,0.5957886576652527,6.226894038263708e-05,0.0003512758412398398,0.25,0.375,7.887645244598389,1.4397515058517456,0.6695902596187708,,,,0.30061060190200806,0.0017201921436935663,0.01826017163693905
244,hybrid,0.4668521583080292,0.18964409828186035,0.18964409828186035,0.2030995637178421,2.024432420730591,1.4453470706939697,0.17253585159778595,0.044239018112421036,5.940533083048649e-05,0.0009933875408023596,0.25,0.5,10.717830657958984,1.581712007522583,0.6714249873847629,,,,0.276964008808136,0.0010987874120473862,0.019758399575948715
245,hybrid,0.49660545587539673,0.21669559180736542,0.21669559180736542,0.22242462635040283,1.7652193307876587,1.5182037353515625,0.1232968419790268,0.3292320966720581,7.359836308751255e-05,0.0003366100718267262,0.25,0.5,8.245983123779297,1.8580058813095093,0.673251520973241,,,,0.140037402510643,0.0010519706411287189,0.014486290514469147
246,hybrid,0.531321108341217,0.24796640872955322,0.24796640872955322,0.261032372713089,1.815763235092163,1.1958792209625244,0.18168365955352783,0.043826792389154434,3.6050169001100585e-05,0.0009571458795107901,0.25,0.5,11.959517478942871,1.9276853799819946,0.6750698748386077,,,,0.18528705835342407,0.0009331927867606282,0.01668810285627842
247,hybrid,0.2989414930343628,0.09974942356348038,0.09974942356348038,0.1000632792711258,1.5952272415161133,1.3548977375030518,0.11781617999076843,0.04745607078075409,0.00010144269617740065,0.0004303961177356541,0.625,0.75,9.744945526123047,1.1306793689727783,0.6768800636680061,,,,0.1828908920288086,0.002780458889901638,0.010193342342972755
248,hybrid,0.2218029499053955,0.054459601640701294,0.054459601640701294,0.053198814392089844,1.6866381168365479,1.0975406169891357,0.10705938935279846,0.046308889985084534,9.611700079403818e-05,0.000370082794688642,0.25,0.5,8.367376327514648,1.466277003288269,0.678682102378233,,,,0.22150835394859314,0.002720463089644909,0.013556372374296188
